"","Method","Parameter","Choice","Measure","Mean","S.d."
"70","iSSVD","70","Overall","BiS",0.33657057330042,0.0408188698388102
"71","iSSVD","75","Overall","CSR",0.98625,0.0393082547169025
"72","iSSVD","75","Overall","Rel",0.525879712184531,0.0327178590911059
"73","iSSVD","75","Overall","Rec",0.506771352875715,0.0171808448056205
"74","iSSVD","75","Overall","F_score",0.515753670506936,0.0206910778681206
"75","iSSVD","75","Overall","BiS",0.36807608538517,0.0739876711144083
"76","iSSVD","80","Overall","CSR",0.875,0
"77","iSSVD","80","Overall","Rel",0.595052048544182,0.0222506049455167
"78","iSSVD","80","Overall","Rec",0.49355901237128,0.0184650231138589
"79","iSSVD","80","Overall","F_score",0.539561419699308,0.0200938854648977
"80","iSSVD","80","Overall","BiS",0.487375098989168,0.0545650503322207
"81","iSSVD","85","Overall","CSR",0.875,0
"82","iSSVD","85","Overall","Rel",0.588676829294069,0.0203239608429498
"83","iSSVD","85","Overall","Rec",0.488274028242527,0.0172891365754421
"84","iSSVD","85","Overall","F_score",0.533780842818008,0.0186062610956117
"85","iSSVD","85","Overall","BiS",0.476729870816102,0.0517262880354017
"86","iSSVD","90","Overall","CSR",0.875,0
"87","iSSVD","90","Overall","Rel",0.589326991993628,0.0229829850206806
"88","iSSVD","90","Overall","Rec",0.488981089370962,0.0194350742275943
"89","iSSVD","90","Overall","F_score",0.534469330915259,0.0209811840000817
"90","iSSVD","90","Overall","BiS",0.480031536554728,0.0597743667467791
"91","iSSVD","95","Overall","CSR",0.875,0
"92","iSSVD","95","Overall","Rel",0.592850010699012,0.0237175825291639
"93","iSSVD","95","Overall","Rec",0.491774997767643,0.0194701653737462
"94","iSSVD","95","Overall","F_score",0.537590802186037,0.0213163392067545
"95","iSSVD","95","Overall","BiS",0.486573769126068,0.0610873671622906
"96","iSSVD","100","Overall","CSR",0.875,0
"97","iSSVD","100","Overall","Rel",0.593572469987791,0.0212456546188825
"98","iSSVD","100","Overall","Rec",0.491389661640593,0.0174027164320786
"99","iSSVD","100","Overall","F_score",0.537656561022715,0.0190412624086872
"100","iSSVD","100","Overall","BiS",0.488291518646526,0.057749485400171
