"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","0.488857675406225","0.355268107737762","0.48093262184978","0.50292825089542","0.278059842840257","0.360614197413222","0.278059842840257","0.383051768038271","0.485265451787356","0.439275442117613","0.482397531331515","0.503263607314381"
"2","14000","7000","19000","8500","6000","0","6000","5500","19500","12500","15000","11500"
