"rep","method","F score (V1)","F score (V2)","F score","Relevance (V1)","Relevance (V2)","Relevance","Recovery (V1)","Recovery (V2)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E","BiS-C (V1)","BiS-C (V2)","BiS-C","BiS-M (V1)","BiS-M (V2)","BiS-M"
"5","gfa","0.3473966","0.3473966","0.3473966","0.3171581","0.3171581","0.3171581","0.3840086","0.3840086","0.3840086","-0.3989083","-0.4997259","-0.4493171","-0.07670745","-0.1871266","-0.131917","-0.4876726","-0.5989714","-0.543322"
"4","issvd","0.5154228","0.5154228","0.5154228","0.5171154","0.5171154","0.5171154","0.5137412","0.5137412","0.5137412","-0.2420407","-0.2374952","-0.239768","-0.002715131","0.005007297","0.001146083","-0.3393798","-0.3296926","-0.3345362"
"1","mvc","0.2552794","0.2551841","0.2552317","0.3527892","0.3524257","0.3526074","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0"
"2","mvc","0.2552794","0.2551841","0.2552317","0.3527892","0.3524257","0.3526074","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0"
"3","mvc","0.2552794","0.2551841","0.2552317","0.3527892","0.3524257","0.3526074","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0"
"4","mvc","0.2552794","0.2551841","0.2552317","0.3527892","0.3524257","0.3526074","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0"
"5","mvc","0.2552794","0.2551841","0.2552317","0.3527892","0.3524257","0.3526074","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0"
"1","Plaid","0.2800288","0","0.1400144","0.8090909","0","0.4045455","0.1693146","0","0.08465728","0.9967652","0","0.9967652","0.9960597","0","0.9960597","0.9987239","0","0.9987239"
"1","spectral","0.6009101","0.1998136","0.4003618","0.6508399","0.1747848","0.4128124","0.5580952","0.2332085","0.3956519","-0.09389484","-0.2215754","-0.1577351","0.05746946","-0.09268534","-0.01760794","-0.1431774","-0.2748645","-0.2090209"
