"","rep","method","F score (V1)","F score (V2)","F score","Relevance (V1)","Relevance (V2)","Relevance","Recovery (V1)","Recovery (V2)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E","BiS-C (V1)","BiS-C (V2)","BiS-C","BiS-M (V1)","BiS-M (V2)","BiS-M"
"1","1","issvd","0.279491297456503","0.279491297456503","0.279491297456503","0.8","0.8","0.8","0.169323411147938","0.169323411147938","0.169323411147938","-0.231347010257425","-0.230262660684251","-0.230804835470838","0.0873096333393396","0.0927469595129471","0.0900282964261434","-0.374895121982504","-0.375571456940424","-0.375233289461464"
"2","2","issvd","0.357177243767158","0.357177243767158","0.357177243767158","0.609905660377358","0.609905660377358","0.609905660377358","0.252533986939534","0.252533986939534","0.252533986939534","-0.236627567714863","-0.23564340749904","-0.236135487606951","0.0334597265704674","0.0320609623855458","0.0327603444780066","-0.357389516485304","-0.357267579980854","-0.357328548233079"
"3","3","issvd","0.277533473937542","0.277533473937542","0.277533473937542","0.798507462686567","0.798507462686567","0.798507462686567","0.167954274645802","0.167954274645802","0.167954274645802","-0.231460534290206","-0.227896301896957","-0.229678418093581","0.0871144788800499","0.0945189383585421","0.090816708619296","-0.375229706086775","-0.381043842429761","-0.378136774258268"
"4","4","issvd","0.515422783509811","0.515422783509811","0.515422783509811","0.5171154281229","0.5171154281229","0.5171154281229","0.513741183619952","0.513741183619952","0.513741183619952","-0.242040726063636","-0.237495238357762","-0.239767982210699","-0.00271513141443194","0.00500729719461791","0.00114608289009298","-0.339379834366383","-0.329692571562241","-0.334536202964312"
"5","5","issvd","0.359835057059416","0.359835057059416","0.359835057059416","0.618296079411555","0.618296079411555","0.618296079411555","0.253758543349256","0.253758543349256","0.253758543349256","-0.236905279595882","-0.238535720111573","-0.237720499853727","0.0289182006825587","0.0320583302203577","0.0304882654514582","-0.35631828134365","-0.363657916839739","-0.359988099091694"
