"","Method","Biclusters","Choice","Measure","Mean","S.d."
"1","ResNMTF","3","Overall","CSR",1,0
"2","ResNMTF","3","Overall","Rel",1,0
"3","ResNMTF","3","Overall","Rec",1,0
"4","ResNMTF","3","Overall","F_score",1,0
"5","ResNMTF","3","Overall","BiS",0.56320134178154,0.00174779883433343
"6","ResNMTF","4","Overall","CSR",1,0
"7","ResNMTF","4","Overall","Rel",0.970734184973096,0.0131415913535632
"8","ResNMTF","4","Overall","Rec",0.970734184973096,0.0131415913535632
"9","ResNMTF","4","Overall","F_score",0.970734184973096,0.0131415913535632
"10","ResNMTF","4","Overall","BiS",0.522217114850621,0.0143864935400602
"11","ResNMTF","5","Overall","CSR",1,0
"12","ResNMTF","5","Overall","Rel",0.928101020635,0.0128343883813156
"13","ResNMTF","5","Overall","Rec",0.928101020635,0.0128343883813156
"14","ResNMTF","5","Overall","F_score",0.928101020635,0.0128343883813156
"15","ResNMTF","5","Overall","BiS",0.470721017581916,0.0173913586808851
"16","ResNMTF","6","Overall","CSR",1,0
"17","ResNMTF","6","Overall","Rel",0.895278516515952,0.00941668518756727
"18","ResNMTF","6","Overall","Rec",0.895278516515952,0.00941668518756727
"19","ResNMTF","6","Overall","F_score",0.895278516515952,0.00941668518756727
"20","ResNMTF","6","Overall","BiS",0.433351704102208,0.00966537085097134
"21","GFA","3","Overall","CSR",0.833333333333333,0
"22","GFA","3","Overall","Rel",0.281015794118825,0.00827460775269403
"23","GFA","3","Overall","Rec",0.186048054223983,0.00585499233439813
"24","GFA","3","Overall","F_score",0.22386863759917,0.00667282139253917
"25","GFA","3","Overall","BiS",0.235594720944831,0.132723257181481
"26","GFA","4","Overall","CSR",0.875,0
"27","GFA","4","Overall","Rel",0.338471156726706,0.0594770886407198
"28","GFA","4","Overall","Rec",0.223559123600811,0.0461740393312904
"29","GFA","4","Overall","F_score",0.268446944486084,0.0481775062969281
"30","GFA","4","Overall","BiS",0.218298259102775,0.182636585368616
"31","GFA","5","Overall","CSR",0.9,0
"32","GFA","5","Overall","Rel",0.25205438098202,0.035376083378359
"33","GFA","5","Overall","Rec",0.201947421512456,0.0281829958442955
"34","GFA","5","Overall","F_score",0.224235767070002,0.031372775862318
"35","GFA","5","Overall","BiS",0.167298031465248,0.0476515590793277
"36","GFA","6","Overall","CSR",0.916666666666667,0
"37","GFA","6","Overall","Rel",0.228588110724162,0.0155989826236084
"38","GFA","6","Overall","Rec",0.187586771439538,0.0158118730673554
"39","GFA","6","Overall","F_score",0.206050596830093,0.0158014962665977
"40","GFA","6","Overall","BiS",0.152079847697792,0.0354103367552611
"41","iSSVD","3","Overall","CSR",0.25,0
"42","iSSVD","3","Overall","Rel",0,0
"43","iSSVD","3","Overall","Rec",0,0
"44","iSSVD","3","Overall","F_score",0,0
"45","iSSVD","3","Overall","BiS",0,0
"46","iSSVD","4","Overall","CSR",0.875,0
"47","iSSVD","4","Overall","Rel",0.7518318394498,0.014125304371257
"48","iSSVD","4","Overall","Rec",0.618318324031795,0.0105939782784426
"49","iSSVD","4","Overall","F_score",0.678569569984784,0.0121333372605625
"50","iSSVD","4","Overall","BiS",0.396515574186133,0.00427973108754622
"51","iSSVD","5","Overall","CSR",0.166666666666667,0
"52","iSSVD","5","Overall","Rel",0,0
"53","iSSVD","5","Overall","Rec",0,0
"54","iSSVD","5","Overall","F_score",0,0
"55","iSSVD","5","Overall","BiS",0,0
"56","iSSVD","6","Overall","CSR",0.142857142857143,0
"57","iSSVD","6","Overall","Rel",0,0
"58","iSSVD","6","Overall","Rec",0,0
"59","iSSVD","6","Overall","F_score",0,0
"60","iSSVD","6","Overall","BiS",0,0
"61","NMTF","3","Overall","CSR",1,0
"62","NMTF","3","Overall","Rel",1,0
"63","NMTF","3","Overall","Rec",1,0
"64","NMTF","3","Overall","F_score",1,0
"65","NMTF","3","Overall","BiS",0.56320134178154,0.00174779883433343
"66","NMTF","4","Overall","CSR",0.972222222222222,0.0240562612162344
"67","NMTF","4","Overall","Rel",0.896871824272576,0.0150472136331245
"68","NMTF","4","Overall","Rec",0.866716517974042,0.0411620048761371
"69","NMTF","4","Overall","F_score",0.880309722672982,0.029389802701924
"70","NMTF","4","Overall","BiS",0.457060185039784,0.0212984633241776
"71","NMTF","5","Overall","CSR",0.939506172839506,0.0235216776336514
"72","NMTF","5","Overall","Rel",0.813548691056534,0.0247386556728924
"73","NMTF","5","Overall","Rec",0.747124243939714,0.039332378752202
"74","NMTF","5","Overall","F_score",0.774273535776331,0.0328453022091981
"75","NMTF","5","Overall","BiS",0.397218008352505,0.0255954209230085
"76","NMTF","6","Overall","CSR",1,0
"77","NMTF","6","Overall","Rel",0.822354291949314,0.0392301034856614
"78","NMTF","6","Overall","Rec",0.822354291949314,0.0392301034856614
"79","NMTF","6","Overall","F_score",0.822354291949314,0.0392301034856614
"80","NMTF","6","Overall","BiS",0.357418453462643,0.0368584687185394
