"","rep","omega","F score (V1)","F score (V2)","F score (V3)","F score","Relevance (V1)","Relevance (V2)","Relevance (V3)","Relevance","Recovery (V1)","Recovery (V2)","Recovery (V3)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E (V3)","BiS-E","BiS-M (V1)","BiS-M (V2)","BiS-M (V3)","BiS-M","BiS-C (V1)","BiS-C (V2)","BiS-C (V3)","BiS-C","k"
"1","1","none","0.498327033045199","0.46813432164354","0.375623100177041","0.44736148495526","0.533739942713718","0.523905662002199","0.447569641670192","0.501738415462036","0.467320933132413","0.42309462112132","0.323603964222278","0.404673172825337","0.0392497996587141","0.0614504188187365","-0.218681080018269","-0.0393269538469393","0.0115512355392008","0.012013707317151","-0.0468550032514645","-0.00776335346503752","0.0461170278297661","0.0592898313028918","-0.299471626356459","-0.0646882557412669","5"
"2","1","0","0.498327033045199","0.46813432164354","0.375623100177041","0.44736148495526","0.533739942713718","0.523905662002199","0.447569641670192","0.501738415462036","0.467320933132413","0.42309462112132","0.323603964222278","0.404673172825337","0.0392497996587141","0.0614504188187365","-0.213150767849395","-0.0374835164573148","0.0115512355392008","0.012013707317151","-0.0476195969190887","-0.00801821802091229","0.0461170278297661","0.0592898313028918","-0.299568738770183","-0.0647206265458415","5"
"3","1","0.05","0.498327033045199","0.46813432164354","0.375623100177041","0.44736148495526","0.533739942713718","0.523905662002199","0.447569641670192","0.501738415462036","0.467320933132413","0.42309462112132","0.323603964222278","0.404673172825337","0.0392497996587141","0.0614504188187365","-0.232561022174713","-0.0439536012324207","0.0115512355392008","0.012013707317151","-0.0493254264302745","-0.00858682785797421","0.0461170278297661","0.0592898313028918","-0.300718837094266","-0.0651039926538692","5"
"4","1","0.1","0.498327033045199","0.46813432164354","0.413847210893848","0.460102855194196","0.533739942713718","0.523905662002199","0.573886639676113","0.54384408146401","0.467320933132413","0.42309462112132","0.323603964222278","0.404673172825337","0.0392497996587141","0.0614504188187365","-0.210986265123844","-0.0367620155487977","0.0115512355392008","0.012013707317151","-0.0502787387151941","-0.00890459861961406","0.0461170278297661","0.0592898313028918","-0.255810067414629","-0.0501344027606569","5"
"5","1","0.15","0.498327033045199","0.46813432164354","0.413847210893848","0.460102855194196","0.533739942713718","0.523905662002199","0.573886639676113","0.54384408146401","0.467320933132413","0.42309462112132","0.323603964222278","0.404673172825337","0.0392497996587141","0.0614504188187365","-0.192450352006997","-0.0305833778431821","0.0115512355392008","0.012013707317151","-0.0501007284811834","-0.00884526187494383","0.0461170278297661","0.0592898313028918","-0.252959262668337","-0.0491841345118931","5"
"6","1","0.2","0.498327033045199","0.46813432164354","0.245308104850698","0.403923153179812","0.533739942713718","0.523905662002199","0.489035087719298","0.515560230811738","0.467320933132413","0.42309462112132","0.163715174937573","0.351376909730435","0.0392497996587141","0.0614504188187365","0","0.0503501092387253","0.0115512355392008","0.012013707317151","0","0.0117824714281759","0.0461170278297661","0.0592898313028918","0","0.052703429566329","5"
"7","1","0.25","0.532409761134705","0.46813432164354","0.259243370972733","0.419929151250326","0.618563817281037","0.523905662002199","0.644736842105263","0.595735440462833","0.467320933132413","0.42309462112132","0.162239210194064","0.350884921482599","0.105635043211236","0.0614504188187365","-0.198019502060568","-0.0103113466768652","0.0294645753976916","0.012013707317151","-0.00825252866145947","0.0110752513511277","0.125367214373647","0.0592898313028918","-0.291494511231777","-0.0356124885184127","5"
"8","1","0.3","0.324377045782926","0.46813432164354","0.259243370972733","0.350584912799733","0.532241897761443","0.523905662002199","0.644736842105263","0.566961467289635","0.233273179170999","0.42309462112132","0.162239210194064","0.272869003495461","0","0.0614504188187365","-0.178176854313009","-0.0583632177471364","0","0.012013707317151","-0.00561169291476673","0.00320100720119216","0","0.0592898313028918","-0.298071375750666","-0.119390772223887","5"
"9","1","0.35","0.268707753439686","0.46813432164354","0.259243370972733","0.332028482018653","0.698630136986301","0.523905662002199","0.644736842105263","0.622424213697921","0.166343463134708","0.42309462112132","0.162239210194064","0.250559098150031","-0.179150629816707","0.0614504188187365","-0.181668936607607","-0.0997897158685259","-0.0139045057727184","0.012013707317151","-0.0110740109335066","-0.0043216031296913","-0.285639977505136","0.0592898313028918","-0.315002355091787","-0.180450833764677","5"
"10","1","0.4","0.268707753439686","0.418541226811553","0","0.229082993417079","0.698630136986301","0.648121637106061","0","0.448917258030787","0.166343463134708","0.309063452592906","0","0.158468971909205","-0.174017044126108","-0.172860385583713","0","-0.173438714854911","-0.0198433547958939","-0.0287044301362964","0","-0.0242738924660951","-0.264457431369588","-0.289655615283514","0","-0.277056523326551","3"
