"","Method","Parameter","Choice","Measure","Mean","S.d."
"1","ResNMTF","1","Overall","CSR",0.9725,0.0486561840100952
"2","ResNMTF","1","Overall","Rel",0.274028935472398,0.0220623318633966
"3","ResNMTF","1","Overall","Rec",0.275274425435287,0.0395875263397031
"4","ResNMTF","1","Overall","F_score",0.273740495281888,0.0283986968894453
"5","ResNMTF","1","Overall","BiS",-0.032195417329989,0.0294479668446591
"6","ResNMTF","2","Overall","CSR",0.970642857142857,0.0546290030442959
"7","ResNMTF","2","Overall","Rel",0.273231382703213,0.0226190926217477
"8","ResNMTF","2","Overall","Rec",0.272139707116927,0.0391464101301928
"9","ResNMTF","2","Overall","F_score",0.271638837616744,0.0288831163322309
"10","ResNMTF","2","Overall","BiS",-0.0294712965559007,0.0284671074613383
"11","ResNMTF","5","Overall","CSR",0.974608766233766,0.051672227526158
"12","ResNMTF","5","Overall","Rel",0.27436955298831,0.021913999482756
"13","ResNMTF","5","Overall","Rec",0.275767303551069,0.0373079572019301
"14","ResNMTF","5","Overall","F_score",0.274106719711395,0.0273180439594122
"15","ResNMTF","5","Overall","BiS",-0.0352795718168839,0.0260037000244275
"16","ResNMTF","10","Overall","CSR",0.973022727272727,0.0504535889104307
"17","ResNMTF","10","Overall","Rel",0.271564608738713,0.0264467460728823
"18","ResNMTF","10","Overall","Rec",0.273491093781971,0.0382736539953787
"19","ResNMTF","10","Overall","F_score",0.271609397610681,0.0296235321520518
"20","ResNMTF","10","Overall","BiS",-0.0323578598108468,0.0252440231990398
"21","GFA","1","Overall","CSR",0.642857142857143,0
"22","GFA","1","Overall","Rel",0.142679126385161,0.0790694269792353
"23","GFA","1","Overall","Rec",0.308441523365365,0.175877548855314
"24","GFA","1","Overall","F_score",0.195070552703279,0.109153044541738
"25","GFA","1","Overall","BiS",-0.0360799323835884,0.0208219207806346
"26","GFA","2","Overall","CSR",0.642857142857143,0
"27","GFA","2","Overall","Rel",0.149005522379583,0.0635675531208547
"28","GFA","2","Overall","Rec",0.322081135011779,0.141404944650328
"29","GFA","2","Overall","F_score",0.203731888376807,0.0877426682379407
"30","GFA","2","Overall","BiS",-0.038725787139343,0.022902990979674
"31","GFA","5","Overall","CSR",0.642857142857143,0
"32","GFA","5","Overall","Rel",0.140280733947487,0.076630692003211
"33","GFA","5","Overall","Rec",0.30179776458019,0.171713428017044
"34","GFA","5","Overall","F_score",0.191408516886521,0.106148553612794
"35","GFA","5","Overall","BiS",-0.0369991724661849,0.0193231926105288
"36","GFA","10","Overall","CSR",0.642857142857143,0
"37","GFA","10","Overall","Rel",0.141076375975234,0.0604509785756929
"38","GFA","10","Overall","Rec",0.304666609268747,0.134480827546869
"39","GFA","10","Overall","F_score",0.192832623284971,0.0834495520968178
"40","GFA","10","Overall","BiS",-0.0370111870557091,0.0218347923713442
"41","iSSVD","1","Overall","CSR",1,0
"42","iSSVD","1","Overall","Rel",0.699851320494043,0.179535769250638
"43","iSSVD","1","Overall","Rec",0.705182159998616,0.167940484300462
"44","iSSVD","1","Overall","F_score",0.702312633734651,0.174105258355729
"45","iSSVD","1","Overall","BiS",0.20744495200115,0.0952174477685205
"46","iSSVD","2","Overall","CSR",0.99875,0.0125
"47","iSSVD","2","Overall","Rel",0.680822466222785,0.191553970251316
"48","iSSVD","2","Overall","Rec",0.685665922080529,0.182020446511296
"49","iSSVD","2","Overall","F_score",0.683003938880104,0.187101962992829
"50","iSSVD","2","Overall","BiS",0.209341287504069,0.0874407595700613
"51","iSSVD","5","Overall","CSR",0.99875,0.0125
"52","iSSVD","5","Overall","Rel",0.683202913776914,0.193579510905036
"53","iSSVD","5","Overall","Rec",0.687475500493567,0.185349774308146
"54","iSSVD","5","Overall","F_score",0.685149400309889,0.189706551564922
"55","iSSVD","5","Overall","BiS",0.210601544050479,0.0959142026396771
"56","iSSVD","10","Overall","CSR",0.99875,0.0125
"57","iSSVD","10","Overall","Rel",0.683940976872912,0.194513602620764
"58","iSSVD","10","Overall","Rec",0.688223367371411,0.186215690382987
"59","iSSVD","10","Overall","F_score",0.685844520303732,0.190644961467797
"60","iSSVD","10","Overall","BiS",0.213527623244929,0.0971047855265623
"61","NMTF","1","Overall","CSR",0.977625,0.0371105620158374
"62","NMTF","1","Overall","Rel",0.26661496386428,0.0223448575007113
"63","NMTF","1","Overall","Rec",0.2650663620867,0.0309760467875907
"64","NMTF","1","Overall","F_score",0.265150585543788,0.0252933118072546
"65","NMTF","1","Overall","BiS",-0.0309630083796679,0.0276749665241374
"66","NMTF","2","Overall","CSR",0.976306818181818,0.0385519979756846
"67","NMTF","2","Overall","Rel",0.265179618199197,0.0228890782828285
"68","NMTF","2","Overall","Rec",0.264752394096053,0.03198749950374
"69","NMTF","2","Overall","F_score",0.264202819227275,0.0258474662881358
"70","NMTF","2","Overall","BiS",-0.0306706171682917,0.0285610523789155
"71","NMTF","5","Overall","CSR",0.977465909090909,0.0350169060900762
"72","NMTF","5","Overall","Rel",0.265581612499757,0.0217612138991252
"73","NMTF","5","Overall","Rec",0.268092765054624,0.029877646510633
"74","NMTF","5","Overall","F_score",0.26609718976306,0.0241375437912627
"75","NMTF","5","Overall","BiS",-0.0323429070251732,0.0228114164492132
"76","NMTF","10","Overall","CSR",0.979537337662338,0.038410852309338
"77","NMTF","10","Overall","Rel",0.26687608936834,0.0207903330903765
"78","NMTF","10","Overall","Rec",0.266607349957105,0.0298172612145893
"79","NMTF","10","Overall","F_score",0.266027824523063,0.0243120123513471
"80","NMTF","10","Overall","BiS",-0.030773040980219,0.0216159354847075
