"","Method","Biclusters","Choice","Measure","Mean","S.d."
"1","ResNMTF","3","Overall","CSR",1,0
"2","ResNMTF","3","Overall","Rel",1,0
"3","ResNMTF","3","Overall","Rec",1,0
"4","ResNMTF","3","Overall","F_score",1,0
"5","ResNMTF","3","Overall","BiS",0.565515638632622,0.00186691721182638
"6","ResNMTF","4","Overall","CSR",0.88,0.0246182981958665
"7","ResNMTF","4","Overall","Rel",0.769499607697814,0.0399017186034636
"8","ResNMTF","4","Overall","Rec",0.639010718808925,0.0665017001356734
"9","ResNMTF","4","Overall","F_score",0.697861381915289,0.0544844446021109
"10","ResNMTF","4","Overall","BiS",0.40128250105744,0.0240008838951732
"11","ResNMTF","5","Overall","CSR",0.901277777777778,0.0610708213274406
"12","ResNMTF","5","Overall","Rel",0.805598024275135,0.0531509384212403
"13","ResNMTF","5","Overall","Rec",0.694149209033536,0.113308868350787
"14","ResNMTF","5","Overall","F_score",0.743257186801953,0.0875863819872151
"15","ResNMTF","5","Overall","BiS",0.419889035357226,0.0358910958676895
"16","ResNMTF","6","Overall","CSR",0.979536706349206,0.054010816291585
"17","ResNMTF","6","Overall","Rel",0.903523671771825,0.0382365848087182
"18","ResNMTF","6","Overall","Rec",0.875918562752655,0.0884953679460447
"19","ResNMTF","6","Overall","F_score",0.884535020937107,0.0684703399706039
"20","ResNMTF","6","Overall","BiS",0.448310247302537,0.0240704241957869
"21","GFA","3","Overall","CSR",0.833333333333333,0
"22","GFA","3","Overall","Rel",0.351429693739523,0.060133900097626
"23","GFA","3","Overall","Rec",0.222967927683622,0.0450262714086584
"24","GFA","3","Overall","F_score",0.271524997806644,0.0497749657491676
"25","GFA","3","Overall","BiS",0.292894409782792,0.151631462035775
"26","GFA","4","Overall","CSR",0.875,0
"27","GFA","4","Overall","Rel",0.313541442764337,0.0745403351328084
"28","GFA","4","Overall","Rec",0.214682440840736,0.0504817800236429
"29","GFA","4","Overall","F_score",0.253412601529944,0.0573166149787748
"30","GFA","4","Overall","BiS",0.206981197682784,0.108059679374908
"31","GFA","5","Overall","CSR",0.911,0.031446603773522
"32","GFA","5","Overall","Rel",0.28231140451301,0.0809107261152745
"33","GFA","5","Overall","Rec",0.221798866648036,0.0779199957646011
"34","GFA","5","Overall","F_score",0.247780134656971,0.0780935216037002
"35","GFA","5","Overall","BiS",0.180036402813959,0.0742455323437124
"36","GFA","6","Overall","CSR",0.9275,0.0281664724158025
"37","GFA","6","Overall","Rel",0.253118432276467,0.0517934225698984
"38","GFA","6","Overall","Rec",0.207047517371278,0.0481583610647206
"39","GFA","6","Overall","F_score",0.227392432789013,0.0488987181361665
"40","GFA","6","Overall","BiS",0.157037855551693,0.0563940256071644
"41","iSSVD","3","Overall","CSR",0.25,0
"42","iSSVD","3","Overall","Rel",0,0
"43","iSSVD","3","Overall","Rec",0,0
"44","iSSVD","3","Overall","F_score",0,0
"45","iSSVD","3","Overall","BiS",0,0
"46","iSSVD","4","Overall","CSR",0.875,0
"47","iSSVD","4","Overall","Rel",0.752915060688247,0.00757817154332513
"48","iSSVD","4","Overall","Rec",0.619118378616792,0.0056795858520263
"49","iSSVD","4","Overall","F_score",0.679492441599554,0.00650726148220111
"50","iSSVD","4","Overall","BiS",0.395345256937509,0.00237872604508305
"51","iSSVD","5","Overall","CSR",0.166666666666667,0
"52","iSSVD","5","Overall","Rel",0,0
"53","iSSVD","5","Overall","Rec",0,0
"54","iSSVD","5","Overall","F_score",0,0
"55","iSSVD","5","Overall","BiS",0,0
"56","iSSVD","6","Overall","CSR",0.142857142857143,0
"57","iSSVD","6","Overall","Rel",0,0
"58","iSSVD","6","Overall","Rec",0,0
"59","iSSVD","6","Overall","F_score",0,0
"60","iSSVD","6","Overall","BiS",0,0
"61","NMTF","3","Overall","CSR",1,0
"62","NMTF","3","Overall","Rel",0.999512115915141,0.000932421532862743
"63","NMTF","3","Overall","Rec",0.999512115915141,0.000932421532862743
"64","NMTF","3","Overall","F_score",0.999512115915141,0.000932421532862743
"65","NMTF","3","Overall","BiS",0.564704028012956,0.00230269447802819
"66","NMTF","4","Overall","CSR",0.9711875,0.0153066044618496
"67","NMTF","4","Overall","Rel",0.907007791430849,0.0203853990636584
"68","NMTF","4","Overall","Rec",0.876628918242561,0.035134127597272
"69","NMTF","4","Overall","F_score",0.890092612387852,0.0275617623579407
"70","NMTF","4","Overall","BiS",0.474440861587006,0.0154253009673007
"71","NMTF","5","Overall","CSR",0.921701388888889,0.0325226988118546
"72","NMTF","5","Overall","Rel",0.818564000534597,0.0269531046775091
"73","NMTF","5","Overall","Rec",0.731735382148927,0.0609178465405181
"74","NMTF","5","Overall","F_score",0.767837314946339,0.0456262503248973
"75","NMTF","5","Overall","BiS",0.414102183265651,0.0163680881389042
"76","NMTF","6","Overall","CSR",0.964073232323232,0.047459642061638
"77","NMTF","6","Overall","Rel",0.815326886680036,0.0304144248584173
"78","NMTF","6","Overall","Rec",0.781347941260237,0.0662130518983784
"79","NMTF","6","Overall","F_score",0.793376775306549,0.0526047574610225
"80","NMTF","6","Overall","BiS",0.364019420944607,0.0179878092360899
