"","Method","overlap","Choice","Measure","Mean","S.d."
"124","iSSVD","0.3","Overall","F_score",0.306625465123849,0.084097382176827
"125","iSSVD","0.3","Overall","BiS",0.115580351313968,0.0736418084433835
"126","iSSVD","0.35","Overall","CSR",0.816188492063492,0.0945987912863848
"127","iSSVD","0.35","Overall","Rel",0.451332988938348,0.0840828737607295
"128","iSSVD","0.35","Overall","Rec",0.309251071449605,0.0530939066095173
"129","iSSVD","0.35","Overall","F_score",0.364526494042768,0.0619753934625563
"130","iSSVD","0.35","Overall","BiS",0.0852664175624566,0.0626356593073109
"131","iSSVD","0.4","Overall","CSR",0.804867521367522,0.0785986583347294
"132","iSSVD","0.4","Overall","Rel",0.46414125440663,0.0809677286709829
"133","iSSVD","0.4","Overall","Rec",0.326864527758657,0.0408968149813601
"134","iSSVD","0.4","Overall","F_score",0.380131113467996,0.0514738781642357
"135","iSSVD","0.4","Overall","BiS",0.081796179852372,0.0718592254576995
"136","NMTF","0","Overall","CSR",0.793777777777778,0.0293117062514902
"137","NMTF","0","Overall","Rel",0.635186262783782,0.0211163462286991
"138","NMTF","0","Overall","Rec",0.433890584529428,0.0492402667884292
"139","NMTF","0","Overall","F_score",0.51287285319693,0.0359524918118625
"140","NMTF","0","Overall","BiS",0.324578096779565,0.0125898921672169
"141","NMTF","0.05","Overall","CSR",0.803787037037037,0.0344011769709295
"142","NMTF","0.05","Overall","Rel",0.641086292562647,0.0237699923759856
"143","NMTF","0.05","Overall","Rec",0.452489360877625,0.0558318058219778
"144","NMTF","0.05","Overall","F_score",0.525811178464731,0.0389054903683864
"145","NMTF","0.05","Overall","BiS",0.320901724416057,0.0150418323710801
"146","NMTF","0.1","Overall","CSR",0.824333333333333,0.0344072143105715
"147","NMTF","0.1","Overall","Rel",0.634137875669631,0.0240456622141663
"148","NMTF","0.1","Overall","Rec",0.485460511177624,0.0628073451920509
"149","NMTF","0.1","Overall","F_score",0.541965671144412,0.0428401573466164
"150","NMTF","0.1","Overall","BiS",0.297959608225349,0.0161405512699714
"151","NMTF","0.15","Overall","CSR",0.860444444444445,0.0365830007527712
"152","NMTF","0.15","Overall","Rel",0.621780924832399,0.021826228846754
"153","NMTF","0.15","Overall","Rec",0.528070958941745,0.0469823352394602
"154","NMTF","0.15","Overall","F_score",0.562003129089694,0.0326741859755683
"155","NMTF","0.15","Overall","BiS",0.276724082379647,0.0134548835288925
"156","NMTF","0.2","Overall","CSR",0.887444444444445,0.0385049365965057
"157","NMTF","0.2","Overall","Rel",0.619329763522434,0.0238477157468394
"158","NMTF","0.2","Overall","Rec",0.562993771899293,0.0540456005283152
"159","NMTF","0.2","Overall","F_score",0.581781317733393,0.0353616343959764
"160","NMTF","0.2","Overall","BiS",0.256257767276672,0.0140339403763689
"161","NMTF","0.25","Overall","CSR",0.872888888888889,0.0414241560497986
"162","NMTF","0.25","Overall","Rel",0.621666814248515,0.020870930786905
"163","NMTF","0.25","Overall","Rec",0.537186197928558,0.0530586354715026
"164","NMTF","0.25","Overall","F_score",0.568539294958865,0.0355428499977186
"165","NMTF","0.25","Overall","BiS",0.240335279599664,0.0124652076283252
"166","NMTF","0.3","Overall","CSR",0.830172364672365,0.043033413569863
"167","NMTF","0.3","Overall","Rel",0.616372172280588,0.0232006476395525
"168","NMTF","0.3","Overall","Rec",0.474094769733689,0.0618715743953061
"169","NMTF","0.3","Overall","F_score",0.53033524688094,0.0436579053565067
"170","NMTF","0.3","Overall","BiS",0.226821294701098,0.0124247433149782
"171","NMTF","0.35","Overall","CSR",0.799796296296296,0.0365928233823002
"172","NMTF","0.35","Overall","Rel",0.619490327844386,0.0200483984915004
"173","NMTF","0.35","Overall","Rec",0.441751114274139,0.0477650400220698
"174","NMTF","0.35","Overall","F_score",0.513384815871236,0.0351061994031435
"175","NMTF","0.35","Overall","BiS",0.226989109203378,0.00830581501847378
"176","NMTF","0.4","Overall","CSR",0.787407407407408,0.0250368643696023
"177","NMTF","0.4","Overall","Rel",0.620532231212342,0.012301994547888
"178","NMTF","0.4","Overall","Rec",0.436323850324741,0.0306390592335942
"179","NMTF","0.4","Overall","F_score",0.511355111846438,0.02222310481827
"180","NMTF","0.4","Overall","BiS",0.224141866984133,0.00606282209500787
