"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1","1","none","0.414469047347201","0.397950808227762","0.406209927787482","0.382427203914527","0.355138610057268","0.368782906985897","0.45237117974373","0.452499985676552","0.452435582710141","-0.0371404771802273","-0.051569284816319","-0.0443548809982732","0.00562935608460281","0.00144633261044283","0.00353784434752282","-0.0471848817031858","-0.114032940451904","-0.0806089110775448","0"
"2","1","0","0.414469047347201","0.397950808227762","0.406209927787482","0.382427203914527","0.355138610057268","0.368782906985897","0.45237117974373","0.452499985676552","0.452435582710141","-0.0371404771802273","-0.051569284816319","-0.0443548809982732","0.00562935608460281","0.00144633261044283","0.00353784434752282","-0.0471848817031858","-0.114032940451904","-0.0806089110775448","0"
"3","1","0.05","0.414469047347201","0.397950808227762","0.406209927787482","0.382427203914527","0.355138610057268","0.368782906985897","0.45237117974373","0.452499985676552","0.452435582710141","-0.0371404771802273","-0.051569284816319","-0.0443548809982732","0.00562935608460281","0.00144633261044283","0.00353784434752282","-0.0471848817031858","-0.114032940451904","-0.0806089110775448","0"
"4","1","0.1","0.414469047347201","0.397950808227762","0.406209927787482","0.382427203914527","0.355138610057268","0.368782906985897","0.45237117974373","0.452499985676552","0.452435582710141","-0.0371404771802273","-0.051569284816319","-0.0443548809982732","0.00562935608460281","0.00144633261044283","0.00353784434752282","-0.0471848817031858","-0.114032940451904","-0.0806089110775448","0"
"5","1","0.15","0.414469047347201","0.397950808227762","0.406209927787482","0.382427203914527","0.355138610057268","0.368782906985897","0.45237117974373","0.452499985676552","0.452435582710141","-0.0371404771802273","-0.051569284816319","-0.0443548809982732","0.00562935608460281","0.00144633261044283","0.00353784434752282","-0.0471848817031858","-0.114032940451904","-0.0806089110775448","0"
"6","1","0.2","0.42978720634731","0.437329647184586","0.433558426765948","0.4093509551137","0.423143502720197","0.416247228916948","0.45237117974373","0.452499985676552","0.452435582710141","-0.040510501127901","-0.0481267901021568","-0.0443186456150289","0.00765723861254119","0.00471236156574206","0.00618480008914162","-0.05353163032029","-0.105861413624165","-0.0796965219722273","0"
"7","1","0.25","0.460460487641557","0.437329647184586","0.448895067413072","0.468844369351248","0.423143502720197","0.445993936035722","0.45237117974373","0.452499985676552","0.452435582710141","-0.0393566353002981","-0.0481267901021568","-0.0437417127012275","0.0115035110920719","0.00471236156574206","0.00810793632890697","-0.0565443079014373","-0.105861413624165","-0.081202860762801","0"
8,"1","0.3","0.481385899645457","0.437329647184586","0.459357773415021","0.514377665137984","0.423143502720197","0.46876058392909","0.45237117974373","0.452499985676552","0.452435582710141","-0.0539657747228005","-0.0481267901021568","-0.0510462824124787","0.0130022494057583","0.00471236156574206","0.00885730548575019","-0.0770775964285572","-0.105861413624165","-0.091469505026361","0"
"9","1","0.35","0.38280339360771","0.397486660299351","0.390145026953531","0.65097755249819","0.446073474890462","0.548525513694326","0.271115652803668","0.358444491204588","0.314780072004128","-0.0341557535708693","-0.0478955542430754","-0.0410256539069724","0.0165750375527231","0.00722664104705226","0.0119008392998877","-0.0679471415060688","-0.1032643676445","-0.0856057545752844","0"
"10","1","0.4","0.38280339360771","0.397486660299351","0.390145026953531","0.65097755249819","0.446073474890462","0.548525513694326","0.271115652803668","0.358444491204588","0.314780072004128","-0.0344193069616212","-0.0471068929063575","-0.0407630999339894","0.0159492067014277","0.00753170635450814","0.0117404565279679","-0.0698058786269988","-0.105750483773062","-0.0877781812000303","0"
"11","1","0.45","0.38280339360771","0.397486660299351","0.390145026953531","0.65097755249819","0.446073474890462","0.548525513694326","0.271115652803668","0.358444491204588","0.314780072004128","-0.0345379776399776","-0.0464319726047844","-0.040484975122381","0.0158427053906175","0.00719849970589725","0.0115206025482574","-0.0698407813669476","-0.107953441429937","-0.0888971113984425","0"
"12","1","0.5","0.38280339360771","0.230714945056587","0.306759169332148","0.65097755249819","0.240697674418605","0.445837613458397","0.271115652803668","0.221527290890016","0.246321471846842","-0.034310247601593","-0.0676845549853207","-0.0509974012934568","0.0164562501694464","0.0142343945055293","0.0153453223374879","-0.0679383200357755","-0.176382568363861","-0.122160444199818","0"
"13","1","0.55","0.38280339360771","0","0.191401696803855","0.65097755249819","0","0.325488776249095","0.271115652803668","0","0.135557826401834","-0.0349250288665438","0","-0.0349250288665438","0.0155693082030315","0","0.0155693082030315","-0.0687203962020808","0","-0.0687203962020808","0"
"14","1","0.6","0.38280339360771","0","0.191401696803855","0.65097755249819","0","0.325488776249095","0.271115652803668","0","0.135557826401834","-0.034180569583056","0","-0.034180569583056","0.0161570368394173","0","0.0161570368394173","-0.0685522614495206","0","-0.0685522614495206","0"
"15","1","0.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","1","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","1","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","1","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","1","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","2","none","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"24","2","0","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"25","2","0.05","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"26","2","0.1","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"27","2","0.15","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"28","2","0.2","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"29","2","0.25","0.413484165533181","0.398431997431109","0.405958081482145","0.406852284535515","0.378803789537067","0.392828037036291","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419374604486295","-0.047318164673163","-0.0446278125608963","0.00939216010064114","0.00425810868212656","0.00682513439138385","-0.0609952047345152","-0.0996707943400007","-0.0803329995372579","0"
"30","2","0.3","0.421858836633825","0.402445717472679","0.412152277053252","0.423392915328399","0.386126287132602","0.404759601230501","0.420335834653483","0.420205487826647","0.420270661240065","-0.0419484081527909","-0.0463093818703073","-0.0441288950115491","0.0127839234327819","0.00538803213471845","0.00908597778375016","-0.0613198841835684","-0.103799948227007","-0.0825599162052878","0"
"31","2","0.35","0.355613597199195","0.372455269193714","0.364034433196454","0.568181818181818","0.403690198748059","0.485936008464938","0.258793685675703","0.34570672481593","0.302250205245817","-0.0361490616607772","-0.047099263266413","-0.0416241624635951","0.0148501406435826","0.00775348416450122","0.0113018124040419","-0.0664619726752766","-0.108246548086618","-0.0873542603809472","0"
"32","2","0.4","0.355613597199195","0.231936311583302","0.293774954391249","0.568181818181818","0.23958961979481","0.403885718988314","0.258793685675703","0.224756813701195","0.241775249688449","-0.0347065245786532","-0.0690820832484856","-0.0518943039135694","0.0152957389745195","0.0155421680231888","0.0154189534988542","-0.0655932804892121","-0.178323793350366","-0.121958536919789","0"
"33","2","0.45","0.355613597199195","0.231936311583302","0.293774954391249","0.568181818181818","0.23958961979481","0.403885718988314","0.258793685675703","0.224756813701195","0.241775249688449","-0.0372532018367615","-0.0657017809008315","-0.0514774913687965","0.0152449387586454","0.015180034440576","0.0152124865996107","-0.0652494713422239","-0.175260095834853","-0.120254783588538","0"
"34","2","0.5","0.355613597199195","0.231936311583302","0.293774954391249","0.568181818181818","0.23958961979481","0.403885718988314","0.258793685675703","0.224756813701195","0.241775249688449","-0.0355303365783092","-0.067480868003826","-0.0515056022910676","0.0152722603689296","0.0151446773538893","0.0152084688614094","-0.0650271543560484","-0.179969168396631","-0.12249816137634","0"
"35","2","0.55","0","0.231936311583302","0.115968155791651","0","0.23958961979481","0.119794809897405","0","0.224756813701195","0.112378406850598","0","-0.0683408706672858","-0.0683408706672858","0","0.0148617672790688","0.0148617672790688","0","-0.180409777828398","-0.180409777828398","0"
"36","2","0.6","0","0.231936311583302","0.115968155791651","0","0.23958961979481","0.119794809897405","0","0.224756813701195","0.112378406850598","0","-0.066038259181142","-0.066038259181142","0","0.0151612605728488","0.0151612605728488","0","-0.179882710715012","-0.179882710715012","0"
"37","2","0.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","2","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","2","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","2","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","2","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","2","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","2","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","3","none","0.448458921617854","0.448006807949216","0.448232864783535","0.404143910991789","0.403896029965247","0.404019970478518","0.503689232069988","0.502933819915184","0.503311525992586","-0.0416189351432626","-0.0504913238285518","-0.0460551294859072","0.00647547699466018","0.00233754918619774","0.00440651309042896","-0.0560202176467089","-0.108215961079637","-0.0821180893631729","0"
"46","3","0","0.448458921617854","0.448006807949216","0.448232864783535","0.404143910991789","0.403896029965247","0.404019970478518","0.503689232069988","0.502933819915184","0.503311525992586","-0.0416189351432626","-0.0504913238285518","-0.0460551294859072","0.00647547699466018","0.00233754918619774","0.00440651309042896","-0.0560202176467089","-0.108215961079637","-0.0821180893631729","0"
"47","3","0.05","0.448458921617854","0.448006807949216","0.448232864783535","0.404143910991789","0.403896029965247","0.404019970478518","0.503689232069988","0.502933819915184","0.503311525992586","-0.0416189351432626","-0.0504913238285518","-0.0460551294859072","0.00647547699466018","0.00233754918619774","0.00440651309042896","-0.0560202176467089","-0.108215961079637","-0.0821180893631729","0"
"48","3","0.1","0.448458921617854","0.448006807949216","0.448232864783535","0.404143910991789","0.403896029965247","0.404019970478518","0.503689232069988","0.502933819915184","0.503311525992586","-0.0416189351432626","-0.0504913238285518","-0.0460551294859072","0.00647547699466018","0.00233754918619774","0.00440651309042896","-0.0560202176467089","-0.108215961079637","-0.0821180893631729","0"
"49","3","0.15","0.448458921617854","0.448006807949216","0.448232864783535","0.404143910991789","0.403896029965247","0.404019970478518","0.503689232069988","0.502933819915184","0.503311525992586","-0.0416189351432626","-0.0504913238285518","-0.0460551294859072","0.00647547699466018","0.00233754918619774","0.00440651309042896","-0.0560202176467089","-0.108215961079637","-0.0821180893631729","0"
"50","3","0.2","0.413102985559701","0.412923534432928","0.413013259996315","0.391954568468448","0.39183311206093","0.391893840264689","0.436663744214352","0.436413496583864","0.436538620399108","-0.0436412628638073","-0.0500022415828463","-0.0468217522233268","0.00801937587593598","0.00375252470393386","0.00588595028993492","-0.0598387808509039","-0.107696879557202","-0.0837678302040529","0"
"51","3","0.25","0.434139358408874","0.412923534432928","0.423531446420901","0.4316439921659","0.39183311206093","0.411738552113415","0.436663744214352","0.436413496583864","0.436538620399108","-0.0487159933461145","-0.0500022415828463","-0.0493591174644804","0.0108924148655111","0.00375252470393386","0.0073224697847225","-0.0617897733086641","-0.107696879557202","-0.0847433264329329","0"
"52","3","0.3","0.434139358408874","0.433835451744846","0.43398740507686","0.4316439921659","0.431287686829539","0.431465839497719","0.436663744214352","0.436413496583864","0.436538620399108","-0.0487159933461145","-0.0477788456680424","-0.0482474195070784","0.0108924148655111","0.0050519462206646","0.00797218054308787","-0.0617897733086641","-0.106592701122637","-0.0841912372156506","0"
"53","3","0.35","0.434139358408874","0.385735665256756","0.409937511832815","0.4316439921659","0.429803502562647","0.430723747364273","0.436663744214352","0.349864037011987","0.39326389061317","-0.0487159933461145","-0.044708106337937","-0.0467120498420258","0.0108924148655111","0.00756924246599169","0.00923082866575142","-0.0617897733086641","-0.104665296969135","-0.0832275351388997","0"
"54","3","0.4","0.434139358408874","0.229068487433184","0.331603922921029","0.4316439921659","0.237209302325581","0.334426647245741","0.436663744214352","0.22146790352061","0.329065823867481","-0.0487159933461145","-0.0703354352641661","-0.0595257143051403","0.0108924148655111","0.015828397853328","0.0133604063594196","-0.0617897733086641","-0.178889880725451","-0.120339827017058","0"
"55","3","0.45","0.385726430667549","0.229068487433184","0.307397459050366","0.429717070499932","0.237209302325581","0.333463186412757","0.349906130268758","0.22146790352061","0.285687016894684","-0.0309451817231152","-0.0669741477778698","-0.0489596647504925","0.00913018135540368","0.0159240968385712","0.0125271390969875","-0.0432215882501406","-0.179683264876792","-0.111452426563466","0"
"56","3","0.5","0.385726430667549","0.229068487433184","0.307397459050366","0.429717070499932","0.237209302325581","0.333463186412757","0.349906130268758","0.22146790352061","0.285687016894684","-0.0310304492570337","-0.0671319921752854","-0.0490812207161596","0.00875949295856578","0.015190565002886","0.0119750289807259","-0.0441136345313934","-0.181895075988125","-0.113004355259759","0"
"57","3","0.55","0.228756626604464","0.229068487433184","0.228912557018824","0.236765561372891","0.237209302325581","0.236987431849236","0.221271790850731","0.22146790352061","0.221369847185671","-0.0128760754006734","-0.0684874616595169","-0.0406817685300951","-0.000257749259491269","0.0154375470271682","0.00758989888383848","-0.0145409511859765","-0.180644609334379","-0.0975927802601776","0"
"58","3","0.6","0","0.229068487433184","0.114534243716592","0","0.237209302325581","0.118604651162791","0","0.22146790352061","0.110733951760305","0","-0.0693131023647394","-0.0693131023647394","0","0.0153707065670032","0.0153707065670032","0","-0.178214803980675","-0.178214803980675","0"
"59","3","0.65","0","0.229068487433184","0.114534243716592","0","0.237209302325581","0.118604651162791","0","0.22146790352061","0.110733951760305","0","-0.0678515162383828","-0.0678515162383828","0","0.0152665971023303","0.0152665971023303","0","-0.180966695030033","-0.180966695030033","0"
"60","3","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","3","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","3","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","3","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","3","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","4","none","0.399524454185536","0.388655435417474","0.394089944801505","0.387051162226016","0.367343768308101","0.377197465267058","0.412828457325067","0.412592218251124","0.412710337788095","-0.0376092722263867","-0.0503773118861345","-0.0439932920562606","0.00966032412787626","0.00373442355623885","0.00669737384205755","-0.0534127664976627","-0.110607369966923","-0.0820100682322931","0"
"68","4","0","0.399524454185536","0.388655435417474","0.394089944801505","0.387051162226016","0.367343768308101","0.377197465267058","0.412828457325067","0.412592218251124","0.412710337788095","-0.0376092722263867","-0.0503773118861345","-0.0439932920562606","0.00966032412787626","0.00373442355623885","0.00669737384205755","-0.0534127664976627","-0.110607369966923","-0.0820100682322931","0"
"69","4","0.05","0.399524454185536","0.388655435417474","0.394089944801505","0.387051162226016","0.367343768308101","0.377197465267058","0.412828457325067","0.412592218251124","0.412710337788095","-0.0376092722263867","-0.0503773118861345","-0.0439932920562606","0.00966032412787626","0.00373442355623885","0.00669737384205755","-0.0534127664976627","-0.110607369966923","-0.0820100682322931","0"
"70","4","0.1","0.399524454185536","0.388655435417474","0.394089944801505","0.387051162226016","0.367343768308101","0.377197465267058","0.412828457325067","0.412592218251124","0.412710337788095","-0.0376092722263867","-0.0503773118861345","-0.0439932920562606","0.00966032412787626","0.00373442355623885","0.00669737384205755","-0.0534127664976627","-0.110607369966923","-0.0820100682322931","0"
"71","4","0.15","0.399524454185536","0.388655435417474","0.394089944801505","0.387051162226016","0.367343768308101","0.377197465267058","0.412828457325067","0.412592218251124","0.412710337788095","-0.0376092722263867","-0.0503773118861345","-0.0439932920562606","0.00966032412787626","0.00373442355623885","0.00669737384205755","-0.0534127664976627","-0.110607369966923","-0.0820100682322931","0"
"72","4","0.2","0.416402891189811","0.402957893111418","0.409680392150615","0.420039763426428","0.393763238202542","0.406901500814485","0.412828457325067","0.412592218251124","0.412710337788095","-0.0362628681571614","-0.0474406895598521","-0.0418517788585067","0.011386083945597","0.00525435651740718","0.0083202202315021","-0.0570935438081283","-0.107282212831532","-0.0821878783198302","0"
"73","4","0.25","0.416402891189811","0.402957893111418","0.409680392150615","0.420039763426428","0.393763238202542","0.406901500814485","0.412828457325067","0.412592218251124","0.412710337788095","-0.0362628681571614","-0.0474406895598521","-0.0418517788585067","0.0111977879372003","0.00525435651740718","0.00822607222730375","-0.0558953056215616","-0.107282212831532","-0.0815887592265468","0"
"74","4","0.3","0.416402891189811","0.402957893111418","0.409680392150615","0.420039763426428","0.393763238202542","0.406901500814485","0.412828457325067","0.412592218251124","0.412710337788095","-0.0362628681571614","-0.0474406895598521","-0.0418517788585067","0.0113302452491064","0.00525435651740718","0.00829230088325677","-0.0565754555473215","-0.107282212831532","-0.0819288341894268","0"
"75","4","0.35","0.369617602579995","0.394602205573986","0.382109904076991","0.612331679659816","0.428697954648945","0.520514817154381","0.264697609029315","0.3655303800988","0.315113994564057","-0.0371675206642713","-0.0480940719385615","-0.0426307963014164","0.0150584427026687","0.00739386858974975","0.0112261556462092","-0.0677169027762024","-0.112810198363457","-0.0902635505698298","0"
"76","4","0.4","0.369617602579995","0.235869242381535","0.302743422480765","0.612331679659816","0.245772946859903","0.42905231325986","0.264697609029315","0.226732783264692","0.245715196147003","-0.0355805693609852","-0.0681390362518006","-0.0518598028063929","0.0150826674341553","0.0145888588846381","0.0148357631593967","-0.0661245697031555","-0.178336412399332","-0.122230491051244","0"
"77","4","0.45","0.369617602579995","0.235869242381535","0.302743422480765","0.612331679659816","0.245772946859903","0.42905231325986","0.264697609029315","0.226732783264692","0.245715196147003","-0.0350966116306055","-0.0676251344998607","-0.0513608730652331","0.0148386873632508","0.0141062002560249","0.0144724438096378","-0.0678569848845429","-0.175488366652364","-0.121672675768454","0"
"78","4","0.5","0.369617602579995","0.235869242381535","0.302743422480765","0.612331679659816","0.245772946859903","0.42905231325986","0.264697609029315","0.226732783264692","0.245715196147003","-0.0375546089812203","-0.0657315204978231","-0.0516430647395217","0.0149463897941744","0.0143942943783595","0.014670342086267","-0.0658480628631803","-0.17898608743623","-0.122417075149705","0"
"79","4","0.55","0.369617602579995","0.235869242381535","0.302743422480765","0.612331679659816","0.245772946859903","0.42905231325986","0.264697609029315","0.226732783264692","0.245715196147003","-0.0358499240224767","-0.0661586728797641","-0.0510042984511204","0.0154609097515541","0.0150806501796019","0.015270779965578","-0.0682796193269548","-0.179467534575633","-0.123873576951294","0"
"80","4","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","4","0.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","4","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","4","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","4","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","4","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","4","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","4","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","5","none","0.425095256519567","0.425080584928827","0.425087920724197","0.3693189013067","0.369167050303133","0.369242975804916","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0495100185723579","-0.0459035361254926","0.00488222712922839","0.00198858504027329","0.00343540608475084","-0.0554103814366995","-0.105633387626289","-0.0805218845314941","0"
"90","5","0","0.425095256519567","0.425080584928827","0.425087920724197","0.3693189013067","0.369167050303133","0.369242975804916","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0495100185723579","-0.0459035361254926","0.00488222712922839","0.00198858504027329","0.00343540608475084","-0.0554103814366995","-0.105633387626289","-0.0805218845314941","0"
"91","5","0.05","0.425095256519567","0.425080584928827","0.425087920724197","0.3693189013067","0.369167050303133","0.369242975804916","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0495100185723579","-0.0459035361254926","0.00488222712922839","0.00198858504027329","0.00343540608475084","-0.0554103814366995","-0.105633387626289","-0.0805218845314941","0"
"92","5","0.1","0.425095256519567","0.425080584928827","0.425087920724197","0.3693189013067","0.369167050303133","0.369242975804916","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0495100185723579","-0.0459035361254926","0.00488222712922839","0.00198858504027329","0.00343540608475084","-0.0554103814366995","-0.105633387626289","-0.0805218845314941","0"
"93","5","0.15","0.425095256519567","0.425080584928827","0.425087920724197","0.3693189013067","0.369167050303133","0.369242975804916","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0495100185723579","-0.0459035361254926","0.00488222712922839","0.00198858504027329","0.00343540608475084","-0.0554103814366995","-0.105633387626289","-0.0805218845314941","0"
"94","5","0.2","0.425095256519567","0.425080584928827","0.425087920724197","0.3693189013067","0.369167050303133","0.369242975804916","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0495100185723579","-0.0459035361254926","0.00488222712922839","0.00198858504027329","0.00343540608475084","-0.0554103814366995","-0.105633387626289","-0.0805218845314941","0"
"95","5","0.25","0.425095256519567","0.448306569299904","0.436700912909736","0.3693189013067","0.405672366061205","0.387495633683953","0.500715820051779","0.500954459648888","0.500835139850334","-0.0422970536786273","-0.0494500521925569","-0.0458735529355921","0.00488222712922839","0.00245685111298369","0.00366953912110604","-0.0554103814366995","-0.105232135116857","-0.0803212582767784","0"
"96","5","0.3","0.409814979121165","0.427987580743223","0.418901279932194","0.391047151441038","0.425465563394331","0.408256357417685","0.430475102899139","0.430539675730455","0.430507389314797","-0.0443129865764283","-0.0472433374423812","-0.0457781620094048","0.00762798331171352","0.00459733453468645","0.00611265892319999","-0.0593497773108555","-0.104750141701471","-0.0820499595061635","0"
"97","5","0.35","0.427873775216949","0.427987580743223","0.427930677980086","0.425303697934144","0.425465563394331","0.425384630664237","0.430475102899139","0.430539675730455","0.430507389314797","-0.0482852671635562","-0.0472433374423812","-0.0477643023029687","0.0107013793880978","0.00459733453468645","0.00764935696139212","-0.0611346222474426","-0.104750141701471","-0.082942381974457","0"
"98","5","0.4","0.427873775216949","0.382462602733393","0.405168188975171","0.425303697934144","0.425751993160166","0.425527845547155","0.430475102899139","0.347163856156383","0.388819479527761","-0.0482852671635562","-0.0439571375738448","-0.0461212023687005","0.0107013793880978","0.00764806854637903","0.00917472396723841","-0.0611346222474426","-0.105807562770145","-0.083471092508794","0"
"99","5","0.45","0.427873775216949","0.229570624485733","0.328722199851341","0.425303697934144","0.237819025522042","0.331561361728093","0.430475102899139","0.221875211064301","0.32617515698172","-0.0482852671635562","-0.0653020103130153","-0.0567936387382858","0.0107013793880978","0.0148632892572198","0.0127823343226588","-0.0611346222474426","-0.183056122052013","-0.122095372149728","0"
