"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1",1,0,0.474998122579555,0.403015524224469,0.389121009469736,0.42237821875792,0.485450082807141,0.456008979246829,0.431101371242216,0.457520144432062,0.464986747238171,0.361056618690026,0.354591160585664,0.393544842171287,0.0567052258422657,0.0882555570931249,0.0865797161433821,0.0771801663595909,0.0133671081519148,0.0199562072716911,0.0233701707978129,0.0188978287404729,0.058820351062717,0.0965151833942677,0.0943896245395975,0.0832417196655274,6
"2",2,0,0.479645134011243,0.398578185064499,0.369448739374342,0.415890686150028,0.495701054882079,0.451395702564041,0.410482550646485,0.452526436030868,0.464596693672084,0.356826185261866,0.33587323442077,0.38576537111824,0.0542093590989348,0.0760610963837669,0.107504606833014,0.0792583541052386,0.0132655125775228,0.0169335816795583,0.0400644502249112,0.0234211814939974,0.0559681746794963,0.0840170637743206,0.126239210681924,0.088741483045247,6
"3",3,0,0.477889211911142,0.39607497253158,0.370649664738209,0.41487128306031,0.492170193360203,0.444157784848775,0.433878419966563,0.456735466058514,0.464413624708527,0.35738576510452,0.323505471098246,0.381768286970431,0.0551612341729993,0.0715609629081025,0.135099715137894,0.0872739707396653,0.0126066126101516,0.0164064983122438,0.0377612712373666,0.0222581273865873,0.0581913710017716,0.077171696500902,0.143053386969205,0.0928054848239597,6
"4",4,0,0.50089809786404,0.459046597489445,0.406052676879173,0.455332457410886,0.584191317941318,0.547085521790485,0.510638777950766,0.54730520589419,0.43839265672599,0.395415022770938,0.337025126543496,0.390277602013475,-0.214018893016066,0.0466619200373919,-0.219705197950631,-0.129020723643102,-0.0348737221644567,0.0142896138323277,-0.0165465860931597,-0.0123768981417629,-0.307749421749315,0.0563114046603863,-0.313124184664561,-0.188187400584497,4
"5",5,0,0.498327033045199,0.481196162300805,0.373499082599514,0.451007425981839,0.533739942713718,0.541178413852737,0.452466588645496,0.50912831507065,0.467320933132413,0.433183657634483,0.317999649352821,0.406168080039906,0.0391440415319746,-0.178768355084405,-0.228412744085523,-0.122679019212651,0.0116954408325346,-0.0206954758896531,-0.0457399394891146,-0.0182466581820777,0.0461333352643891,-0.303328485713747,-0.325708437488992,-0.19430119597945,5
"6",1,50,0.446382564530174,0.407277793123192,0.415704762633666,0.423121706762344,0.451341826742026,0.4517494242995,0.500690735943963,0.467927328995163,0.441531100797358,0.37077731092437,0.35538296170849,0.389230457810072,0.110149478455998,0.0584276655119498,0.135075455014953,0.1012175329943,0.0378336659212033,0.012642491888893,0.0345495290882952,0.0283418956327971,0.116439191704179,0.0632380155965196,0.157031947707737,0.112236385002812,6
"7",2,50,0.487821166680886,0.44667308780518,0.43611886873726,0.456871041074442,0.519527043658126,0.505312253145667,0.51627569671309,0.513704997838961,0.459762614082376,0.400228418653954,0.377507200708896,0.412499411148409,-0.176867396804371,0.0671265807734024,0.093297377079964,-0.0054811463170015,-0.0380923540423657,0.0176422086056461,0.0235455133023851,0.00103178928855516,-0.282120607153382,0.0669258489782674,0.0946885926016377,-0.0401687218578257,5
"8",3,50,0.479588509540268,0.423265090030976,0.404816951943266,0.43589018383817,0.461909606624355,0.453061693860673,0.444754174757005,0.453241825080678,0.498674535402438,0.397145911251364,0.371461161249297,0.422427202634366,0.103730046373151,0.068862458950282,-0.133760943364816,0.0129438539862056,0.016911344393541,0.0166632183859406,-0.0257485344744237,0.00260867610168597,0.116806608927908,0.0866683205308684,-0.262123752068992,-0.0195496075367385,7
"9",4,50,0.472894025624009,0.415827870908909,0.398236838806501,0.42898624511314,0.454810303488467,0.451911789286536,0.453354145229614,0.453358746001539,0.492475348410568,0.385080266539926,0.35506874785051,0.410874787600335,0.0806404708282134,0.0613569300565234,0.0366315784060852,0.0595429930969407,0.0148170442592748,0.0157516136355115,0.00447046503033307,0.0116797076417065,0.0931835031344061,0.0804386313141822,0.0332857760780422,0.0689693035088769,7
"10",5,50,0.439206481480523,0.433971736077978,0.441033234953656,0.438070484170719,0.434466735394172,0.460353427109659,0.469554689843651,0.454791617449161,0.444050783219752,0.410449890558775,0.415778242019902,0.423426305266143,0.144342318450942,0.0665775651054304,0.0780694365461848,0.0963297733675192,0.0438997979713955,0.0148338345949241,0.0246262121364945,0.027786614900938,0.156189062367548,0.0841149854586602,0.0907261573328699,0.110343401719693,7
