"","rep","omega","F score (V1)","F score (V2)","F score (V3)","F score","Relevance (V1)","Relevance (V2)","Relevance (V3)","Relevance","Recovery (V1)","Recovery (V2)","Recovery (V3)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E (V3)","BiS-E","BiS-M (V1)","BiS-M (V2)","BiS-M (V3)","BiS-M","BiS-C (V1)","BiS-C (V2)","BiS-C (V3)","BiS-C","k"
"1","1","none","0.50329821324172","0.50329821324172","0.50329821324172","0.50329821324172","0.609014698116529","0.609014698116529","0.609014698116529","0.609014698116529","0.428854955113536","0.428854955113536","0.428854955113536","0.428854955113536","0.132267686439298","0.0945212401369119","0.122833196075068","0.116540707550426","0.0453460482531424","0.0258573702609746","0.0377521012696822","0.0363185065945997","0.147984651427386","0.102944091795167","0.134413909970551","0.128447551064368","4"
"2","1","0","0.50329821324172","0.50329821324172","0.50329821324172","0.50329821324172","0.609014698116529","0.609014698116529","0.609014698116529","0.609014698116529","0.428854955113536","0.428854955113536","0.428854955113536","0.428854955113536","0.132267686439298","0.0945212401369119","0.122833196075068","0.116540707550426","0.0453460482531424","0.0258573702609746","0.0377521012696822","0.0363185065945997","0.147984651427386","0.102944091795167","0.134413909970551","0.128447551064368","4"
"3","1","0.05","0.50329821324172","0.50329821324172","0.50329821324172","0.50329821324172","0.609014698116529","0.609014698116529","0.609014698116529","0.609014698116529","0.428854955113536","0.428854955113536","0.428854955113536","0.428854955113536","0.132267686439298","0.0945212401369119","0.122833196075068","0.116540707550426","0.0453460482531424","0.0258573702609746","0.0377521012696822","0.0363185065945997","0.147984651427386","0.102944091795167","0.134413909970551","0.128447551064368","4"
"4","1","0.1","0.50329821324172","0.50329821324172","0.50329821324172","0.50329821324172","0.609014698116529","0.609014698116529","0.609014698116529","0.609014698116529","0.428854955113536","0.428854955113536","0.428854955113536","0.428854955113536","0.132267686439298","0.0945212401369119","0.122833196075068","0.116540707550426","0.0453460482531424","0.0258573702609746","0.0377521012696822","0.0363185065945997","0.147984651427386","0.102944091795167","0.134413909970551","0.128447551064368","4"
"5","1","0.15","0.50329821324172","0.50329821324172","0.50329821324172","0.50329821324172","0.609014698116529","0.609014698116529","0.609014698116529","0.609014698116529","0.428854955113536","0.428854955113536","0.428854955113536","0.428854955113536","0.132267686439298","0.0945212401369119","0.122833196075068","0.116540707550426","0.0453460482531424","0.0258573702609746","0.0377521012696822","0.0363185065945997","0.147984651427386","0.102944091795167","0.134413909970551","0.128447551064368","4"
"6","1","0.2","0.50329821324172","0.50329821324172","0.50329821324172","0.50329821324172","0.609014698116529","0.609014698116529","0.609014698116529","0.609014698116529","0.428854955113536","0.428854955113536","0.428854955113536","0.428854955113536","0.132267686439298","0.0945212401369119","0.122833196075068","0.116540707550426","0.0453460482531424","0.0258573702609746","0.0377521012696822","0.0363185065945997","0.147984651427386","0.102944091795167","0.134413909970551","0.128447551064368","4"
"7","1","0.25","0.451041058028033","0.451041058028033","0.451041058028033","0.451041058028033","0.821767001114827","0.821767001114827","0.821767001114827","0.821767001114827","0.310820000602609","0.310820000602609","0.310820000602609","0.310820000602609","0.421258684475995","0.380447244672906","0.43890364579181","0.413536524980237","0.115763804932542","0.08451731863236","0.135377902456442","0.111886342007114","0.44912059595352","0.402167149675004","0.470688113941867","0.440658619856797","2"
"8","1","0.3","0.451041058028033","0.451041058028033","0.451041058028033","0.451041058028033","0.821767001114827","0.821767001114827","0.821767001114827","0.821767001114827","0.310820000602609","0.310820000602609","0.310820000602609","0.310820000602609","0.421258684475995","0.380447244672906","0.43890364579181","0.413536524980237","0.115763804932542","0.08451731863236","0.135377902456442","0.111886342007114","0.44912059595352","0.402167149675004","0.470688113941867","0.440658619856797","2"
"9","1","0.35","0.451041058028033","0.451041058028033","0.451041058028033","0.451041058028033","0.821767001114827","0.821767001114827","0.821767001114827","0.821767001114827","0.310820000602609","0.310820000602609","0.310820000602609","0.310820000602609","0.421258684475995","0.380447244672906","0.43890364579181","0.413536524980237","0.115763804932542","0.08451731863236","0.135377902456442","0.111886342007114","0.44912059595352","0.402167149675004","0.470688113941867","0.440658619856797","2"
"10","1","0.4","0.30057376983491","0.451041058028033","0.451041058028033","0.400885295296992","0.855072463768116","0.821767001114827","0.821767001114827","0.832868821999257","0.18233372080054","0.310820000602609","0.310820000602609","0.267991240668586","0.0804224550187107","0.380447244672906","0.43890364579181","0.299924448494475","0.0329985590273056","0.08451731863236","0.135377902456442","0.084297926705369","0.0765820670345318","0.402167149675004","0.470688113941867","0.316479110217134","2"
"11","1","0.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","1","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","1","0.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
