"rep","method","F score (V1)","F score (V2)","F score (V3)","F score","Relevance (V1)","Relevance (V2)","Relevance (V3)","Relevance","Recovery (V1)","Recovery (V2)","Recovery (V3)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E (V3)","BiS-E","BiS-C (V1)","BiS-C (V2)","BiS-C (V3)","BiS-C","BiS-M (V1)","BiS-M (V2)","BiS-M (V3)","BiS-M"
"1","spectral","0.0762873490146217","0.120879120879121","0.284147912324051","0.160438127405931","0.184615384615385","0.423076923076923","0.420702754036087","0.342798353909465","0.0480769230769231","0.0705128205128205","0.21451804368471","0.111035929091485","0.00845064890836376","0.349451702035547","-0.00971626636994941","0.11606202819132","0.0547727041112251","0.15677979017383","0.0110052026892688","0.0741858989914413","0.0235120724203982","0.486235598714132","-0.0109001458712809","0.166282508421083"
"2","spectral","0.200604066176802","0.120879120879121","0.342438047255566","0.221307078103829","0.244505494505494","0.423076923076923","0.542307692307692","0.403296703296703","0.170068027210884","0.0705128205128205","0.250218886804253","0.163599911509319","0.0249680729266727","-0.0364837708167329","0.0772118656551034","0.0218987225883477","0.0720507618713905","0.000168528714611358","0.0494985811045634","0.0405726238968551","0.0192791439001252","-0.0715310707135512","0.110864628292656","0.0195375671597433"
"3","spectral","0.0715873721654069","0.120879120879121","0.179551720004794","0.124006071016441","0.176923076923077","0.423076923076923","0.518518518518518","0.37283950617284","0.0448717948717949","0.0705128205128205","0.10857432775241","0.0746529810456751","0.0142735009476515","-0.0482922591838435","-0.0785229313890013","-0.0375138965417311","0.0568624261862392","-0.00122020843411444","0.00607747856933029","0.0205732321071517","-0.010224134365751","-0.0603796246178566","-0.135929211823429","-0.0688443236023457"
"4","spectral","0.0715873721654069","0.120879120879121","0.288081756663444","0.160182749902657","0.176923076923077","0.423076923076923","0.538461538461538","0.379487179487179","0.0448717948717949","0.0705128205128205","0.196644042232278","0.104009552538964","0.0194669797940491","0.355048129536655","-0.0260928424705689","0.116140755620045","0.0558877018286786","0.166184053821935","0.012372298053221","0.0781480179012783","-0.00510696014468309","0.477628172888766","-0.0477291154086881","0.141597365778465"
"5","spectral","0.0762873490146217","0.161015632469643","0.342438047255566","0.193247009579944","0.184615384615385","0.53125","0.542307692307692","0.419391025641026","0.0480769230769231","0.0948874521072797","0.250218886804253","0.131061087329485","-0.00300027736390017","0.0413867858874356","0.0807555660976483","0.0397140248737279","0.0579503672039331","0.00299066157706254","0.0508167923366116","0.0372526070392024","0.000947334449921205","0.0724407937810115","0.116467963689161","0.0632853639733647"
