"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",0,0,0.498766876854128,0.46141713602474,0.403362860550208,0.435695532421723,0.399770337050846,0.337795047251769,0.583189462653748,0.545542865896742,0.500515597063757,0.165734169747583,0.0531347047430029,0.200986950054163,-0.0613817291501022,0.0471472393471496,0.0324809835202037
"2",0,0,0.498766876854128,0.462931095168941,0.404440929927319,0.435695532421723,0.397837545279066,0.337640869021735,0.583189462653748,0.553492694345835,0.504192067651993,0.164064925780641,0.0607038623180318,0.20151949040838,-0.0664403988174184,0.0476222451825776,0.0321662066895707
"3",0,0,0.498766876854128,0.455709939905302,0.403665305626399,0.435695532421723,0.392797851086764,0.337795047251769,0.583189462653748,0.542617795575358,0.501447997996158,0.166134928795778,0.0617241186623893,0.204990279436921,-0.061496339605898,0.0475960976795675,0.0323928234440223
"4",0,0,0.50089809786404,0.459046597489445,0.404440929927319,0.43839265672599,0.395415022770938,0.337640869021735,0.584191317941318,0.547085521790485,0.504192067651993,0.165348979770245,0.0438778434165947,0.20188861889414,-0.0612104851023168,0.033363739158074,0.0324473128057636
"5",0,0,0.476409966107617,0.404714396135163,0.416124607180064,0.46122365143905,0.362316197723131,0.405858410665494,0.492630383234435,0.458350519468312,0.426923649322559,0.0541861002300743,0.0890847496235511,0.0693857009300212,0.00119182667656773,0.00325090099522517,-0.000360162630165573
"6",0,250,0.435842798081189,0.437577986015976,0.436611041918533,0.413309102719777,0.415796664908832,0.413784666079449,0.460975262029772,0.461767466889667,0.46210288590066,0.142265710107843,0.103641242163641,0.128234770008758,-0.0162405845470126,-0.0110182113648143,0.00356206025686924
"7",0,250,0.437699985559546,0.438436948302384,0.436741868218536,0.417349104865671,0.41634694637045,0.415337106036288,0.460137315611628,0.463002331795689,0.460472734622621,0.139302885646422,0.100993266443022,0.127245250672981,-0.0154394964396883,-0.010692465088007,0.00344411863506711
"8",0,250,0.464377958613278,0.474982028933753,0.459709165570279,0.422087281463346,0.431478333513743,0.417479642600513,0.516086842000378,0.528241885346635,0.511443456250758,0.167633165418411,0.102392498369824,0.12103215531917,0.0417275941120941,0.0080090389826318,0.0119369923741533
"9",0,250,0.432965569085007,0.433289359274503,0.434504177505682,0.413309102719777,0.41363216274433,0.413784666079449,0.454585069019861,0.454908129044413,0.457408050219909,0.137370740699241,0.101730803432742,0.127215423809537,-0.0171975223284294,-0.0105575331552216,0.00166543003945286
"10",0,250,0.433182961430631,0.432085549073733,0.432562477371217,0.411197020802203,0.410102744707927,0.410578308067599,0.457652806603096,0.45655853050882,0.457034093868492,0.118900834380638,0.0933022637124351,0.118970679628492,-0.00385904979746206,-0.0197989085706971,0.00182464862188179
"11",0,500,0.454550259495893,0.454550259495893,0.453336838254995,0.416182752831376,0.416182752831376,0.414024426814402,0.500710281590038,0.500710281590038,0.500898068147447,0.123139961653398,0.10382314911143,0.132616673373186,0.0217944655261125,0.0186797770748961,0.0294937777583888
"12",0,500,0.45415768823291,0.45415768823291,0.45415768823291,0.414103062347286,0.414103062347286,0.414103062347286,0.502790738185822,0.502790738185822,0.502790738185822,0.135475867164164,0.105168203917249,0.133742455273073,0.0241511758018629,0.02219247470352,0.0363294783784352
"13",0,500,0.454054236059867,0.454054236059867,0.456416680767806,0.416182752831376,0.416182752831376,0.416134816424792,0.499508095797688,0.499508095797688,0.505332925050963,0.130433246091027,0.101877222204999,0.129070553990048,0.021665354133075,0.0213879664940233,0.0281486502990867
"14",0,500,0.458118886907182,0.458118886907182,0.455764305287999,0.418293142441766,0.418293142441766,0.416134816424792,0.50632627761587,0.50632627761587,0.503736286395501,0.125336154545713,0.0990741674853811,0.131153397966053,0.0205435451356475,0.0180431048128308,0.024881573657318
"15",0,500,0.457567736065587,0.454054236059867,0.456416680767806,0.418293142441766,0.416182752831376,0.416134816424792,0.504981739800744,0.499508095797688,0.505332925050963,0.130083314498338,0.102273958509898,0.130255534695142,0.0214550797870301,0.0202885695323657,0.0278598281260617
"16",0,750,0.45149314159395,0.45149314159395,0.453436339906328,0.425681375229884,0.425681375229884,0.428132355622041,0.480637230635515,0.480637230635515,0.481919303955784,0.148018035491157,0.104173540609958,0.130502064769938,-0.0213787797733172,-0.00817266959491733,-0.000840778565959495
"17",0,750,0.463517727130185,0.46580468142308,0.465996052956693,0.418365345049362,0.420461110891931,0.420636484112954,0.519595440375051,0.522110359386133,0.522320807251361,0.133023884873091,0.0950599073367097,0.267798796431464,0.0092803840199853,0.0112437055785461,-0.0255891615809917
