"","Method","Noise","Choice","Measure","Mean","S.d."
"51","ResNMTF","20","Overall","CSR",0.88375,0.0320540499970303
"52","ResNMTF","20","Overall","Rel",0.751789500841583,0.0198591528012485
"53","ResNMTF","20","Overall","Rec",0.62328584203957,0.0546511006541131
"54","ResNMTF","20","Overall","F_score",0.680980958027767,0.0388890628301296
"55","ResNMTF","20","Overall","BiS",0.231059967772415,0.00642413599335471
"56","ResNMTF","30","Overall","CSR",0.8775,0.0175881617670362
"57","ResNMTF","30","Overall","Rel",0.729565573619209,0.00871095765536476
"58","ResNMTF","30","Overall","Rec",0.59549817974141,0.0229672796686954
"59","ResNMTF","30","Overall","F_score",0.65558634877632,0.0151989376276973
"60","ResNMTF","30","Overall","BiS",0.1724023686865,0.00659899611523838
"61","ResNMTF","40","Overall","CSR",0.875,0
"62","ResNMTF","40","Overall","Rel",0.712024304493887,0.0124522151319495
"63","ResNMTF","40","Overall","Rec",0.576939112104168,0.0107350464022218
"64","ResNMTF","40","Overall","F_score",0.637395342138093,0.011394320998393
"65","ResNMTF","40","Overall","BiS",0.135049663048435,0.00709586648537599
"66","ResNMTF","50","Overall","CSR",0.875,0
"67","ResNMTF","50","Overall","Rel",0.695849134117747,0.0115957891597827
"68","ResNMTF","50","Overall","Rec",0.56269006892126,0.00990540696986923
"69","ResNMTF","50","Overall","F_score",0.622218087075892,0.0105732978810808
"70","ResNMTF","50","Overall","BiS",0.109563214339053,0.00557235820670204
"71","ResNMTF","60","Overall","CSR",0.8705,0.0316586911806652
"72","ResNMTF","60","Overall","Rel",0.675622322396909,0.0325799577892952
"73","ResNMTF","60","Overall","Rec",0.545720887463472,0.0262803571159533
"74","ResNMTF","60","Overall","F_score",0.6037580962237,0.0290702438226959
"75","ResNMTF","60","Overall","BiS",0.0897757389807625,0.00585829072118131
"76","ResNMTF","70","Overall","CSR",0.87275,0.0225
"77","ResNMTF","70","Overall","Rel",0.663313020730072,0.0277191776868851
"78","ResNMTF","70","Overall","Rec",0.534664109154645,0.0229164854872629
"79","ResNMTF","70","Overall","F_score",0.592074682922237,0.0250630523601106
"80","ResNMTF","70","Overall","BiS",0.0759094269873116,0.0060301128544603
"81","ResNMTF","80","Overall","CSR",0.87275,0.0225
"82","ResNMTF","80","Overall","Rel",0.647583366935938,0.0249154974883583
"83","ResNMTF","80","Overall","Rec",0.52141193741554,0.0200666361818764
"84","ResNMTF","80","Overall","F_score",0.577682599680591,0.02219665064641
"85","ResNMTF","80","Overall","BiS",0.0629189712732117,0.00560858889421379
"86","ResNMTF","90","Overall","CSR",0.870797619047619,0.0332268514144285
"87","ResNMTF","90","Overall","Rel",0.63038362307381,0.033872164171625
"88","ResNMTF","90","Overall","Rec",0.506437203263481,0.0263717399798624
"89","ResNMTF","90","Overall","F_score",0.56150940080688,0.0291835275973595
"90","ResNMTF","90","Overall","BiS",0.0545492879208857,0.00514235990106819
"91","ResNMTF","100","Overall","CSR",0.87275,0.0225
"92","ResNMTF","100","Overall","Rel",0.620163826108289,0.0264790773241555
"93","ResNMTF","100","Overall","Rec",0.497580556467394,0.0213233884968777
"94","ResNMTF","100","Overall","F_score",0.55214239413685,0.0235943529722999
"95","ResNMTF","100","Overall","BiS",0.0461524652993962,0.0049531347292807
"96","GFA","1","Overall","CSR",0.8775,0.0175881617670362
"97","GFA","1","Overall","Rel",0.318300370548425,0.0837316428917035
"98","GFA","1","Overall","Rec",0.212125303842169,0.0536011469367824
"99","GFA","1","Overall","F_score",0.252582002554406,0.0616773015835954
"100","GFA","1","Overall","BiS",0.268724379949992,0.160577994113396
"101","GFA","2","Overall","CSR",0.87625,0.0125
"102","GFA","2","Overall","Rel",0.317773971350101,0.0790956677858497
"103","GFA","2","Overall","Rec",0.215912151936266,0.0536477596365252
"104","GFA","2","Overall","F_score",0.255447388749728,0.0612636750953769
"105","GFA","2","Overall","BiS",0.260988331852788,0.129104017242259
"106","GFA","3","Overall","CSR",0.875,0
"107","GFA","3","Overall","Rel",0.30993469494164,0.0749362094225202
"108","GFA","3","Overall","Rec",0.217063420177967,0.0497024142128997
"109","GFA","3","Overall","F_score",0.254207271993284,0.0575094256387458
"110","GFA","3","Overall","BiS",0.248028379479779,0.111422450622068
"111","GFA","4","Overall","CSR",0.87625,0.0125
"112","GFA","4","Overall","Rel",0.311695591070882,0.0821454220161355
"113","GFA","4","Overall","Rec",0.209958176106348,0.0563510230126776
"114","GFA","4","Overall","F_score",0.249084058747109,0.0631880560335304
"115","GFA","4","Overall","BiS",0.207651479499444,0.11676017824689
"116","GFA","5","Overall","CSR",0.87625,0.0125
"117","GFA","5","Overall","Rel",0.313022788483147,0.0794395886322704
"118","GFA","5","Overall","Rec",0.216983216754642,0.0570023022692928
"119","GFA","5","Overall","F_score",0.255092651210001,0.0635541862595064
"120","GFA","5","Overall","BiS",0.208278219799718,0.100947010473821
"121","GFA","6","Overall","CSR",0.8775,0.0175881617670362
"122","GFA","6","Overall","Rel",0.312900454633134,0.0710442753095561
"123","GFA","6","Overall","Rec",0.213580829136124,0.046539037114933
"124","GFA","6","Overall","F_score",0.252617319893481,0.0533818678090492
"125","GFA","6","Overall","BiS",0.180631152414173,0.0988696274486372
"126","GFA","7","Overall","CSR",0.88625,0.0359529364080827
"127","GFA","7","Overall","Rel",0.29118362920713,0.0804043627653692
"128","GFA","7","Overall","Rec",0.209493853073597,0.0540152458134741
"129","GFA","7","Overall","F_score",0.24268208864155,0.062789064934689
"130","GFA","7","Overall","BiS",0.176223843106491,0.0846003414538949
"131","GFA","8","Overall","CSR",0.919988636363636,0.0591791597040355
"132","GFA","8","Overall","Rel",0.265412515741704,0.0727474507868835
"133","GFA","8","Overall","Rec",0.215701018176592,0.0511358124612483
"134","GFA","8","Overall","F_score",0.235206197510927,0.0543257592140862
"135","GFA","8","Overall","BiS",0.132345167841145,0.0765868237497795
"136","GFA","9","Overall","CSR",0.866001998001998,0.0920231531647516
"137","GFA","9","Overall","Rel",0.192115389285944,0.0572662459568869
"138","GFA","9","Overall","Rec",0.21442184429435,0.0439904072260431
"139","GFA","9","Overall","F_score",0.20018188077956,0.045136617330601
"140","GFA","9","Overall","BiS",0.0536083246494156,0.0576175695880762
"141","GFA","10","Overall","CSR",0.722851523476523,0.0880842839114515
"142","GFA","10","Overall","Rel",0.14191843697904,0.0306209796512634
"143","GFA","10","Overall","Rec",0.200513054674183,0.042721446030554
"144","GFA","10","Overall","F_score",0.164780099311818,0.0319058210749016
"145","GFA","10","Overall","BiS",0.0164638124611106,0.047838359062614
"146","GFA","20","Overall","CSR",0.300120689655172,0.00104703289340348
"147","GFA","20","Overall","Rel",0.130212932386491,0.0103380986194917
"148","GFA","20","Overall","Rec",0.200044215567671,0.0382786289145208
"149","GFA","20","Overall","F_score",0.1569660302405,0.0183650230427622
"150","GFA","20","Overall","BiS",-0.0159259052231746,0.0076353265431091
"151","GFA","30","Overall","CSR",0.225019230769231,0.000135293552054128
"152","GFA","30","Overall","Rel",0.13234928526222,0.00602963875525881
"153","GFA","30","Overall","Rec",0.187972955964054,0.0281718362387976
"154","GFA","30","Overall","F_score",0.154633121493224,0.012860263169682
"155","GFA","30","Overall","BiS",-0.0161024139195308,0.00484489098378608
"156","GFA","40","Overall","CSR",0.18,0
"157","GFA","40","Overall","Rel",0.130019200728356,0.00443177873600363
"158","GFA","40","Overall","Rec",0.173065034524327,0.0302182587014889
"159","GFA","40","Overall","F_score",0.147563489007729,0.0134447564193381
"160","GFA","40","Overall","BiS",-0.0146550883364326,0.00328247132703465
"161","GFA","50","Overall","CSR",0.150016949152542,8.34518582910772e-05
"162","GFA","50","Overall","Rel",0.128807638824564,0.00386462171131846
"163","GFA","50","Overall","Rec",0.168102210465965,0.0329206181205922
"164","GFA","50","Overall","F_score",0.144675065331805,0.014287264504686
"165","GFA","50","Overall","BiS",-0.0147986345988794,0.0024168719472265
"166","GFA","60","Overall","CSR",0.128596273291926,0.000190778735003396
"167","GFA","60","Overall","Rel",0.127778209440729,0.00314503698544802
"168","GFA","60","Overall","Rec",0.16460098996097,0.029475969270315
"169","GFA","60","Overall","F_score",0.142819126732345,0.0127457665521595
"170","GFA","60","Overall","BiS",-0.0150521060721462,0.00162860696380633
"171","GFA","70","Overall","CSR",0.11260917721519,0.000365546491001
"172","GFA","70","Overall","Rel",0.126820247717061,0.00299693016353351
"173","GFA","70","Overall","Rec",0.157874027965858,0.0315241214949928
"174","GFA","70","Overall","F_score",0.139373281691505,0.0138795005614496
"175","GFA","70","Overall","BiS",-0.0152997891023861,0.00133384488124388
"176","GFA","80","Overall","CSR",0.100129468845761,0.000388684369468206
"177","GFA","80","Overall","Rel",0.124897524482911,0.00307519114415028
"178","GFA","80","Overall","Rec",0.156396376035831,0.0318108334580928
"179","GFA","80","Overall","F_score",0.137548670388771,0.0140694864363514
"180","GFA","80","Overall","BiS",-0.0162610675839901,0.00125895637376118
"181","GFA","90","Overall","CSR",0.0902381570810142,0.000423034127384302
"182","GFA","90","Overall","Rel",0.123025386395613,0.00240729883070615
"183","GFA","90","Overall","Rec",0.15347443394544,0.0318593814622598
"184","GFA","90","Overall","F_score",0.135158928091426,0.0138015785502779
"185","GFA","90","Overall","BiS",-0.0171146133574683,0.00204223972460638
"186","GFA","100","Overall","CSR",0.0821268656296308,0.000456294873715473
"187","GFA","100","Overall","Rel",0.1205192700204,0.00268384765627041
"188","GFA","100","Overall","Rec",0.143845058311104,0.0305635211571667
"189","GFA","100","Overall","F_score",0.129763422141015,0.0133434749728589
"190","GFA","100","Overall","BiS",-0.0185690024860777,0.00233864020807632
"191","iSSVD","1","Overall","CSR",0.93515034965035,0.105832832073473
"192","iSSVD","1","Overall","Rel",0.489840019742177,0.0950798453337098
"193","iSSVD","1","Overall","Rec",0.537945765519498,0.0234484195528949
"194","iSSVD","1","Overall","F_score",0.507895782107935,0.0660927199539381
"195","iSSVD","1","Overall","BiS",0.21661339626983,0.0855218394952449
"196","iSSVD","2","Overall","CSR",0.979181818181818,0.044063565404348
"197","iSSVD","2","Overall","Rel",0.647253575437202,0.0564856171407508
"198","iSSVD","2","Overall","Rec",0.65575213793711,0.0526868943622432
"199","iSSVD","2","Overall","F_score",0.650789580590743,0.0508884089923914
"200","iSSVD","2","Overall","BiS",0.277226130432152,0.0672343866370479
"201","iSSVD","3","Overall","CSR",0.9525,0.0609789664018204
"202","iSSVD","3","Overall","Rel",0.712367107856989,0.0590545612713232
"203","iSSVD","3","Overall","Rec",0.66499681080836,0.0814616879723344
"204","iSSVD","3","Overall","F_score",0.686414933290603,0.0654722867678197
"205","iSSVD","3","Overall","BiS",0.347634807958104,0.100110532350277
"206","iSSVD","4","Overall","CSR",0.875,0
"207","iSSVD","4","Overall","Rel",0.743065934869266,0.0133062572975865
"208","iSSVD","4","Overall","Rec",0.611743895596394,0.00997969297318984
"209","iSSVD","4","Overall","F_score",0.671039022039577,0.0114314799334844
"210","iSSVD","4","Overall","BiS",0.408892451169229,0.0114035415131883
"211","iSSVD","5","Overall","CSR",0.875,0
"212","iSSVD","5","Overall","Rel",0.751491850006672,0.00926395870937112
"213","iSSVD","5","Overall","Rec",0.618033227936517,0.00693918368457138
"214","iSSVD","5","Overall","F_score",0.678259129052439,0.00795171322106217
"215","iSSVD","5","Overall","BiS",0.393437412880968,0.00725722924786351
"216","iSSVD","6","Overall","CSR",0.875,0
"217","iSSVD","6","Overall","Rel",0.757762092855566,0.00762127769688888
"218","iSSVD","6","Overall","Rec",0.621593504973675,0.0051050829509177
"219","iSSVD","6","Overall","F_score",0.682951028657316,0.00607208781905073
"220","iSSVD","6","Overall","BiS",0.378004646015703,0.00567647699064336
"221","iSSVD","7","Overall","CSR",0.82775,0.173091869983964
"222","iSSVD","7","Overall","Rel",0.712339695898748,0.19655075329872
"223","iSSVD","7","Overall","Rec",0.579173528753206,0.159735326126546
"224","iSSVD","7","Overall","F_score",0.638868608209633,0.176215142204584
"225","iSSVD","7","Overall","BiS",0.339212126088722,0.0936142297692982
"226","iSSVD","8","Overall","CSR",0.40375,0.313044979341482
"227","iSSVD","8","Overall","Rel",0.234596944975826,0.360226770857281
"228","iSSVD","8","Overall","Rec",0.188836668991498,0.290321204573155
"229","iSSVD","8","Overall","F_score",0.209134102765018,0.32120065632139
"230","iSSVD","8","Overall","BiS",0.107820303201076,0.165731198675722
"231","iSSVD","9","Overall","CSR",0.2135,0.0949760735419955
"232","iSSVD","9","Overall","Rel",0.0164437793872799,0.115688226754233
"233","iSSVD","9","Overall","Rec",0.0126369066624039,0.0889049794407996
"234","iSSVD","9","Overall","F_score",0.0142901749826778,0.100536466224069
"235","iSSVD","9","Overall","BiS",0.00737598451108831,0.0519382372652832
"236","iSSVD","10","Overall","CSR",0.2,0
"237","iSSVD","10","Overall","Rel",0,0
"238","iSSVD","10","Overall","Rec",0,0
"239","iSSVD","10","Overall","F_score",0,0
"240","iSSVD","10","Overall","BiS",0,0
"241","iSSVD","20","Overall","CSR",0.2,0
"242","iSSVD","20","Overall","Rel",0,0
"243","iSSVD","20","Overall","Rec",0,0
"244","iSSVD","20","Overall","F_score",0,0
"245","iSSVD","20","Overall","BiS",0,0
"246","iSSVD","30","Overall","CSR",0.2,0
"247","iSSVD","30","Overall","Rel",0,0
"248","iSSVD","30","Overall","Rec",0,0
"249","iSSVD","30","Overall","F_score",0,0
"250","iSSVD","30","Overall","BiS",0,0
"251","iSSVD","40","Overall","CSR",0.2,0
"252","iSSVD","40","Overall","Rel",0,0
"253","iSSVD","40","Overall","Rec",0,0
"254","iSSVD","40","Overall","F_score",0,0
"255","iSSVD","40","Overall","BiS",0,0
"256","iSSVD","50","Overall","CSR",0.2,0
"257","iSSVD","50","Overall","Rel",0,0
"258","iSSVD","50","Overall","Rec",0,0
"259","iSSVD","50","Overall","F_score",0,0
"260","iSSVD","50","Overall","BiS",0,0
"261","iSSVD","60","Overall","CSR",0.2,0
"262","iSSVD","60","Overall","Rel",0,0
"263","iSSVD","60","Overall","Rec",0,0
"264","iSSVD","60","Overall","F_score",0,0
"265","iSSVD","60","Overall","BiS",0,0
"266","iSSVD","70","Overall","CSR",0.2,0
"267","iSSVD","70","Overall","Rel",0,0
"268","iSSVD","70","Overall","Rec",0,0
"269","iSSVD","70","Overall","F_score",0,0
"270","iSSVD","70","Overall","BiS",0,0
"271","iSSVD","80","Overall","CSR",0.2,0
"272","iSSVD","80","Overall","Rel",0,0
"273","iSSVD","80","Overall","Rec",0,0
"274","iSSVD","80","Overall","F_score",0,0
"275","iSSVD","80","Overall","BiS",0,0
"276","iSSVD","90","Overall","CSR",0.2,0
"277","iSSVD","90","Overall","Rel",0,0
"278","iSSVD","90","Overall","Rec",0,0
"279","iSSVD","90","Overall","F_score",0,0
"280","iSSVD","90","Overall","BiS",0,0
"281","iSSVD","100","Overall","CSR",0.2,0
"282","iSSVD","100","Overall","Rel",0,0
"283","iSSVD","100","Overall","Rec",0,0
"284","iSSVD","100","Overall","F_score",0,0
"285","iSSVD","100","Overall","BiS",0,0
"286","NMTF","1","Overall","CSR",0.998,0.0079561085525314
"287","NMTF","1","Overall","Rel",0.998350342505515,0.00275100443764505
"288","NMTF","1","Overall","Rec",0.998719435736677,0.00183205065974177
"289","NMTF","1","Overall","F_score",0.998531372055315,0.00209334844699074
"290","NMTF","1","Overall","BiS",0.679818749866832,0.00489266802980613
"291","NMTF","2","Overall","CSR",0.999666666666667,0.00333333333333333
"292","NMTF","2","Overall","Rel",0.986199035840454,0.00674592251332893
"293","NMTF","2","Overall","Rec",0.986365049665338,0.00634253354761543
"294","NMTF","2","Overall","F_score",0.986279775308913,0.00650009323732317
"295","NMTF","2","Overall","BiS",0.62161324518876,0.012006162012407
"296","NMTF","3","Overall","CSR",0.994916666666667,0.0132898596821174
"297","NMTF","3","Overall","Rel",0.960434683656301,0.0184117229633315
"298","NMTF","3","Overall","Rec",0.957471167425522,0.0304397232602985
"299","NMTF","3","Overall","F_score",0.958726932293892,0.0246819310108663
"300","NMTF","3","Overall","BiS",0.559334211509567,0.0149232449322811
"301","NMTF","4","Overall","CSR",0.981083333333333,0.0206466382259599
"302","NMTF","4","Overall","Rel",0.924978244723495,0.0258328166404697
"303","NMTF","4","Overall","Rec",0.906292124407613,0.0480337738891894
"304","NMTF","4","Overall","F_score",0.914642862062428,0.0377217885668305
"305","NMTF","4","Overall","BiS",0.505425553824215,0.0162857502001171
"306","NMTF","5","Overall","CSR",0.9665,0.0213851170752753
"307","NMTF","5","Overall","Rel",0.895463449726517,0.0244351965238986
"308","NMTF","5","Overall","Rec",0.86052873562787,0.0447165457845191
"309","NMTF","5","Overall","F_score",0.876214490163493,0.0353378397566838
"310","NMTF","5","Overall","BiS",0.463358647016651,0.0149699341640481
"311","NMTF","6","Overall","CSR",0.951214285714286,0.0209153576651634
"312","NMTF","6","Overall","Rel",0.866079435334073,0.0248002942841774
"313","NMTF","6","Overall","Rec",0.815983030139318,0.0469599871975426
"314","NMTF","6","Overall","F_score",0.838205907863206,0.0360943910485034
"315","NMTF","6","Overall","BiS",0.427881174801423,0.016795722408867
"316","NMTF","7","Overall","CSR",0.943833333333333,0.0244645234338673
"317","NMTF","7","Overall","Rel",0.844320362890263,0.0291802290570929
"318","NMTF","7","Overall","Rec",0.782905660067774,0.0533833660465382
"319","NMTF","7","Overall","F_score",0.810515668161228,0.0423571925416562
"320","NMTF","7","Overall","BiS",0.395899403096814,0.016249268330659
"321","NMTF","8","Overall","CSR",0.933833333333333,0.022961808920713
"322","NMTF","8","Overall","Rel",0.824932849263396,0.0268541425292097
"323","NMTF","8","Overall","Rec",0.750266785509919,0.0513008658188159
"324","NMTF","8","Overall","F_score",0.783438671113141,0.0391989097595321
"325","NMTF","8","Overall","BiS",0.370706445562194,0.0163431288780519
"326","NMTF","9","Overall","CSR",0.92875,0.0215938624006505
"327","NMTF","9","Overall","Rel",0.809271758850883,0.0224041081757806
"328","NMTF","9","Overall","Rec",0.730954615813574,0.0445454369869434
"329","NMTF","9","Overall","F_score",0.766160406586752,0.0343189381363605
"330","NMTF","9","Overall","BiS",0.346369006077196,0.0127760279578216
"331","NMTF","10","Overall","CSR",0.922416666666667,0.0221809907897059
"332","NMTF","10","Overall","Rel",0.798338885479311,0.0218943357809947
"333","NMTF","10","Overall","Rec",0.715154046971628,0.0434395207193422
"334","NMTF","10","Overall","F_score",0.752498619445879,0.033292881233618
"335","NMTF","10","Overall","BiS",0.330037843872376,0.0144859966622931
"336","NMTF","20","Overall","CSR",0.887916666666667,0.021100974440401
"337","NMTF","20","Overall","Rel",0.72793960627092,0.0122408847968734
"338","NMTF","20","Overall","Rec",0.60401758367496,0.0270673652543176
"339","NMTF","20","Overall","F_score",0.659443391318568,0.0180087910987187
"340","NMTF","20","Overall","BiS",0.209919267355929,0.00977133556750546
"341","NMTF","30","Overall","CSR",0.883630952380952,0.0202408360478918
"342","NMTF","30","Overall","Rel",0.699036638802905,0.0172548945711319
"343","NMTF","30","Overall","Rec",0.570143783956116,0.021340478947464
"344","NMTF","30","Overall","F_score",0.62736531152853,0.0150372981866955
"345","NMTF","30","Overall","BiS",0.151856582101297,0.0100228170906989
"346","NMTF","40","Overall","CSR",0.882261904761905,0.0197613831882352
"347","NMTF","40","Overall","Rel",0.677005351771404,0.0212807033744472
"348","NMTF","40","Overall","Rec",0.547916874430822,0.0194083824629613
"349","NMTF","40","Overall","F_score",0.604950462164522,0.0160913542862362
"350","NMTF","40","Overall","BiS",0.117887286117697,0.0094582274555195
"351","NMTF","50","Overall","CSR",0.880428571428571,0.0299636357020661
"352","NMTF","50","Overall","Rel",0.656761722673159,0.031182257728218
"353","NMTF","50","Overall","Rec",0.529867128779331,0.0247344094362924
"354","NMTF","50","Overall","F_score",0.585568198748223,0.0248278110326442
"355","NMTF","50","Overall","BiS",0.0931186310817086,0.00919570548027976
"356","NMTF","60","Overall","CSR",0.887142857142857,0.0261165821011726
"357","NMTF","60","Overall","Rel",0.636974723191118,0.0270094464735401
"358","NMTF","60","Overall","Rec",0.517533628800281,0.0191890557155552
"359","NMTF","60","Overall","F_score",0.570009100934778,0.0162923161413626
"360","NMTF","60","Overall","BiS",0.0758890047296759,0.00806822789943215
"361","NMTF","70","Overall","CSR",0.879523809523809,0.0280485667413846
"362","NMTF","70","Overall","Rel",0.626854895664493,0.0276616270368367
"363","NMTF","70","Overall","Rec",0.500325299136353,0.0209911685572306
"364","NMTF","70","Overall","F_score",0.554695695820427,0.0170946487015626
"365","NMTF","70","Overall","BiS",0.0637709990715614,0.00667624853249028
"366","NMTF","80","Overall","CSR",0.880333333333333,0.0499491484236795
"367","NMTF","80","Overall","Rel",0.597803072770041,0.0429421086091892
"368","NMTF","80","Overall","Rec",0.484207468357354,0.0314298779541839
"369","NMTF","80","Overall","F_score",0.533614694297526,0.0324513804959523
"370","NMTF","80","Overall","BiS",0.0509394632556383,0.00742902873508773
"371","NMTF","90","Overall","CSR",0.879821428571429,0.0323788722523167
"372","NMTF","90","Overall","Rel",0.592513104670874,0.032501016409305
"373","NMTF","90","Overall","Rec",0.47214834919126,0.0249894198445005
"374","NMTF","90","Overall","F_score",0.522687513121804,0.0211642615831084
"375","NMTF","90","Overall","BiS",0.0440844727102241,0.00621650094741158
"376","NMTF","100","Overall","CSR",0.876690476190476,0.0469362971221612
"377","NMTF","100","Overall","Rel",0.576942534324606,0.0453023738374568
"378","NMTF","100","Overall","Rec",0.459337813082872,0.0306808755444835
"379","NMTF","100","Overall","F_score",0.508540642741568,0.0296565049687746
"380","NMTF","100","Overall","BiS",0.0363395739597129,0.00631257478344041
