"","method","rep","psi","F score (V1)","F score (V2)","F score (V3)","F.score","Relevance (V1)","Relevance (V2)","Relevance (V3)","Relevance","Recovery (V1)","Recovery (V2)","Recovery (V3)","Recovery","BiS - E (V1)","BiS - E (V2)","BiS - E (V3)","BiS.E","BiS - C (V1)","BiS - C (V2)","BiS - C (V3)","BiS.C","BiS - M (V1)","BiS - M (V2)","BiS - M (V3)","BiS.M","k"
"1","ResNMTF - BiS (E)","4","1250","0.427359290242479","0.426407143774297","0.427359290242479","0.427041908086419","0.439161609978958","0.438286974410445","0.439161609978958","0.438870064789453","0.416174734996611","0.415154326833346","0.416174734996611","0.415834598942189","-0.0335269849070651","0.186041509322542","-0.0148475874593528","0.0458889789853746","0.0481336654831889","0.075272152994069","0.0643143545722829","0.0625733910165136","-0.0356066401399403","0.203451424162476","-0.0282265797634951","0.0465394014196803","7"
"2","ResNMTF - BiS (C)","1","250","0.453473633672188","0.456576255068372","0.446104263883887","0.452051384208149","0.436968718957379","0.439653454757787","0.431566382812019","0.436062852175728","0.471274318472291","0.474853966206167","0.461655744674613","0.46926134311769","0.0183019239581219","-0.19774576468693","-0.208149531022664","-0.129197790583824","0.0457029902627569","0.0637911459679559","0.0800955840765438","0.0631965734357522","0.0181573389605533","-0.255871544659629","-0.275227767164303","-0.170980657621126","8"
"3","ResNMTF - BiS (M)","4","1250","0.427359290242479","0.426407143774297","0.427359290242479","0.427041908086419","0.439161609978958","0.438286974410445","0.439161609978958","0.438870064789453","0.416174734996611","0.415154326833346","0.416174734996611","0.415834598942189","-0.0335269849070651","0.186041509322542","-0.0148475874593528","0.0458889789853746","0.0481336654831889","0.075272152994069","0.0643143545722829","0.0625733910165136","-0.0356066401399403","0.203451424162476","-0.0282265797634951","0.0465394014196803","7"
"4","ResNMTF - F score","2","650","0.49886732062465","0.496746320267097","0.494280664539904","0.496631435143884","0.476878442497799","0.475040207203682","0.47290345506693","0.47494070158947","0.522982036753285","0.520531056361128","0.517682053512125","0.520398382208846","-0.109203137438191","-0.176894469128591","-0.0874050805519376","-0.12450089570624","0.0487054655772555","0.0366037466880598","0.0439129021095332","0.0430740381249495","-0.128263615761248","-0.217487927550913","-0.126508034603725","-0.157419859305295","8"
