"","method","rep","psi","F score (V1)","F score (V2)","F score (V3)","F.score","Relevance (V1)","Relevance (V2)","Relevance (V3)","Relevance","Recovery (V1)","Recovery (V2)","Recovery (V3)","Recovery","BiS - E (V1)","BiS - E (V2)","BiS - E (V3)","BiS.E","BiS - C (V1)","BiS - C (V2)","BiS - C (V3)","BiS.C","BiS - M (V1)","BiS - M (V2)","BiS - M (V3)","BiS.M","k"
"1","ResNMTF - BiS (E)","2","1950","0.445083904108826","0.4432614031637","0.445083904108826","0.444476403793784","0.463022615003129","0.461352856190513","0.463022615003129","0.462466028732257","0.428483335519204","0.426535283571152","0.428483335519204","0.427833984869854","0.137853548582924","0.163553730483854","0.10109299444769","0.134166757838156","0.0489899228377427","0.0292054069119529","0.0315869374697728","0.0365940890731561","0.154132844781627","0.200287804435675","0.113603010399482","0.156007886538928","7"
"2","ResNMTF - BiS (C)","4","1800","0.450017965046199","0.450017965046199","0.450017965046199","0.450017965046199","0.470347452891246","0.470347452891246","0.470347452891246","0.470347452891246","0.43137304006413","0.43137304006413","0.43137304006413","0.43137304006413","0.137572534697514","0.0919359682244155","0.109191075757029","0.112899859559653","0.0491370365608762","0.0441485761819908","0.0347461085174525","0.0426772404201065","0.160130308315448","0.0930422242383904","0.120319920468832","0.12449748434089","7"
"3","ResNMTF - BiS (M)","2","1950","0.445083904108826","0.4432614031637","0.445083904108826","0.444476403793784","0.463022615003129","0.461352856190513","0.463022615003129","0.462466028732257","0.428483335519204","0.426535283571152","0.428483335519204","0.427833984869854","0.137853548582924","0.163553730483854","0.10109299444769","0.134166757838156","0.0489899228377427","0.0292054069119529","0.0315869374697728","0.0365940890731561","0.154132844781627","0.200287804435675","0.113603010399482","0.156007886538928","7"
"4","ResNMTF - F score","1","1050","0.506435553064065","0.506435553064065","0.506435553064065","0.506435553064065","0.610641931781362","0.610641931781362","0.610641931781362","0.610641931781362","0.432610359294376","0.432610359294376","0.432610359294376","0.432610359294376","0.138655024397179","0.090045166829282","-0.154440525437156","0.0247532219297685","0.0440529616561261","0.0237935800055146","-0.0147662715412281","0.0176934233734709","0.156423393762447","0.0982043540594948","-0.196841060218228","0.0192622292012378","4"
