"","rep","omega","F score (V1)","F score (V2)","F score","Relevance (V1)","Relevance (V2)","Relevance","Recovery (V1)","Recovery (V2)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E","BiS-M (V1)","BiS-M (V2)","BiS-M","BiS-C (V1)","BiS-C (V2)","BiS-C","k"
"1","1","none","0.493629941988817","0.35776479082654","0.425697366407679","0.548860532431","0.362007231734168","0.455433882082584","0.448498550177741","0.353620634265352","0.401059592221546","0.0616983960827608","0.012002422505139","0.0368504092939499","-0.00394448573398828","-0.00287456490081218","-0.00340952531740023","0.0422443358804334","0.0295585622130838","0.0359014490467586","3"
"2","1","0","0.493629941988817","0.35776479082654","0.425697366407679","0.548860532431","0.362007231734168","0.455433882082584","0.448498550177741","0.353620634265352","0.401059592221546","0.0631723112112052","0.0124835184386639","0.0378279148249346","-0.00394448573398828","-0.00264717651630602","-0.00329583112514715","0.0426447769783219","0.0328984774695799","0.0377716272239509","3"
"3","1","0.05","0.493629941988817","0.35776479082654","0.425697366407679","0.548860532431","0.362007231734168","0.455433882082584","0.448498550177741","0.353620634265352","0.401059592221546","0.0585801802240341","0.0139580017776089","0.0362690910008215","-0.00394448573398828","-0.00271002810427192","-0.0033272569191301","0.0452163694668879","0.0313236563012326","0.0382700128840602","3"
"4","1","0.1","0.493629941988817","0.35776479082654","0.425697366407679","0.548860532431","0.362007231734168","0.455433882082584","0.448498550177741","0.353620634265352","0.401059592221546","0.0597955267869483","0.0127441524161018","0.0362698396015251","-0.00394448573398828","-0.00286853409294776","-0.00340650991346802","0.044225494951246","0.0285822049296444","0.0364038499404452","3"
"5","1","0.15","0.493629941988817","0.387389223357","0.440509582672909","0.548860532431","0.428288094255171","0.488574313343086","0.448498550177741","0.353620634265352","0.401059592221546","0.0622006811987291","0.0168687719316353","0.0395347265651822","-0.00394448573398828","-0.00265300173680878","-0.00329874373539853","0.0463237510801129","0.0404443135148142","0.0433840322974635","3"
"6","1","0.2","0.493629941988817","0.387389223357","0.440509582672909","0.548860532431","0.428288094255171","0.488574313343086","0.448498550177741","0.353620634265352","0.401059592221546","0.0604373382642986","0.0136182346479533","0.037027786456126","-0.00394448573398828","-0.00251290125900286","-0.00322869349649557","0.043581667101726","0.0441441844707228","0.0438629257862244","3"
"7","1","0.25","0.493629941988817","0.387389223357","0.440509582672909","0.548860532431","0.428288094255171","0.488574313343086","0.448498550177741","0.353620634265352","0.401059592221546","0.0616387158565646","0.0142322560440407","0.0379354859503026","-0.00394448573398828","-0.00268718744420103","-0.00331583658909465","0.046156425252431","0.041592576797797","0.043874501025114","3"
"8","1","0.3","0.493629941988817","0.375946405393774","0.434788173691296","0.548860532431","0.627130681818182","0.587995607124591","0.448498550177741","0.268431640983818","0.358465095580779","0.061793488722009","0.0384226910346967","0.0501080898783528","-0.00394448573398828","-0.0038137824856138","-0.00387913410980104","0.0463318119466209","0.102466061418236","0.0743989366824283","3"
"9","1","0.35","0.493629941988817","0.375946405393774","0.434788173691296","0.548860532431","0.627130681818182","0.587995607124591","0.448498550177741","0.268431640983818","0.358465095580779","0.0587779542567286","0.0384226910346967","0.0486003226457127","-0.00394448573398828","-0.0038137824856138","-0.00387913410980104","0.0464607363648023","0.102466061418236","0.0744633988915189","3"
"10","1","0.4","0.493629941988817","0","0.246814970994409","0.548860532431","0","0.2744302662155","0.448498550177741","0","0.22424927508887","0.0578352063843483","0","0.0289176031921741","-0.00394448573398828","0","-0.00197224286699414","0.0433142901867879","0","0.021657145093394","3"
"11","1","0.45","0.476179159386458","0","0.238089579693229","0.50750132496229","0","0.253750662481145","0.448498550177741","0","0.22424927508887","0.0770278985580291","0","0.0385139492790146","-0.00503942951687961","0","-0.0025197147584398","0.056318746056754","0","0.028159373028377","2"
"12","1","0.5","0.476179159386458","0","0.238089579693229","0.50750132496229","0","0.253750662481145","0.448498550177741","0","0.22424927508887","0.0728140228598734","0","0.0364070114299367","-0.00503942951687961","0","-0.0025197147584398","0.056616899675789","0","0.0283084498378945","2"
"13","1","0.55","0.377695630549058","0","0.188847815274529","0.631578947368421","0","0.315789473684211","0.269401213824327","0","0.134700606912164","0.117885715831036","0","0.0589428579155181","0.0137522788217778","0","0.00687613941088891","0.0941493636349326","0","0.0470746818174663","1"
"14","1","0.6","0.377695630549058","0","0.188847815274529","0.631578947368421","0","0.315789473684211","0.269401213824327","0","0.134700606912164","0.117885715831036","0","0.0589428579155181","0.0137522788217778","0","0.00687613941088891","0.0941493636349326","0","0.0470746818174663","1"
"15","1","0.65","0.377695630549058","0","0.188847815274529","0.631578947368421","0","0.315789473684211","0.269401213824327","0","0.134700606912164","0.117885715831036","0","0.0589428579155181","0.0137522788217778","0","0.00687613941088891","0.0941493636349326","0","0.0470746818174663","1"
"16","1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","1","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","1","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","1","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","1","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
