"","rep","omega","F score (V1)","F score (V2)","F score (V3)","F score","Relevance (V1)","Relevance (V2)","Relevance (V3)","Relevance","Recovery (V1)","Recovery (V2)","Recovery (V3)","Recovery","BiS-E (V1)","BiS-E (V2)","BiS-E (V3)","BiS-E","BiS-M (V1)","BiS-M (V2)","BiS-M (V3)","BiS-M","BiS-C (V1)","BiS-C (V2)","BiS-C (V3)","BiS-C","k"
"8","1","0.3","0.469684479104447","0.405483499356279","0.37628150628769","0.417149828249472","0.568335988327525","0.473406687835839","0.618069098350788","0.553270591504717","0.400215286814537","0.354605590419139","0.27047294498036","0.341764607404679","0.0691256078955923","0.100890817130628","-0.157668303176603","0.0041160406165391","0.0159329456726759","0.017497446964819","-0.0358951824235191","-0.000821596595341369","0.0807056557609319","0.113157868838902","-0.255687372890143","-0.0206079494301031","4"
"9","1","0.35","0.332315809442915","0.382851484069608","0.202179295017909","0.305782196176811","0.519207861822513","0.520097806003341","0.567948717948718","0.535751461924858","0.244357742297199","0.302916248015511","0.122978730276178","0.223417573529629","0","-0.13777116277483","0","-0.0459237209249432","0","-0.00187746744389246","0","-0.000625822481297488","0","-0.234618560011878","0","-0.078206186670626","3"
"10","1","0.4","0.332315809442915","0.382851484069608","0","0.238389097837508","0.519207861822513","0.520097806003341","0","0.346435222608618","0.244357742297199","0.302916248015511","0","0.18242466343757","0","-0.112379477849716","0","-0.0374598259499053","0","-0.00215049109214018","0","-0.000716830364046726","0","-0.227271166302993","0","-0.0757570554343309","3"
"11","1","0.45","0.2717801516376","0.205728246290511","0","0.159169465976037","0.712328767123288","0.537313432835821","0","0.41654739998637","0.167924901004199","0.12721915742527","0","0.0983813528098228","-0.0135407931948497","0.0454973920243699","0","0.0106521996098401","-0.00781967974312986","-0.00370475947703917","0","-0.00384147974005635","-0.0365752256388393","0.0371469208864967","0","0.000190565082552466","1"
"12","1","0.5","0.2717801516376","0","0","0.0905933838792","0.712328767123288","0","0","0.237442922374429","0.167924901004199","0","0","0.0559749670013996","-0.0135407931948497","0","0","-0.00451359773161657","-0.00781967974312986","0","0","-0.00260655991437662","-0.0365752256388393","0","0","-0.0121917418796131","1"
"13","1","0.55","0.2717801516376","0","0","0.0905933838792","0.712328767123288","0","0","0.237442922374429","0.167924901004199","0","0","0.0559749670013996","-0.0135407931948497","0","0","-0.00451359773161657","-0.00781967974312986","0","0","-0.00260655991437662","-0.0365752256388393","0","0","-0.0121917418796131","1"
"14","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","1","0.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","1","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","1","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","1","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","1","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","2","none","0.462076203557698","0.427645286378888","0.384851346913798","0.424857612283461","0.454513876370246","0.45375297454405","0.423697214265666","0.443988021726654","0.469894436749256","0.404378470301391","0.352530283284178","0.408934396778275","0.0775975160824746","0.0694699173554168","0.130987003896778","0.0926848124448898","0.0191207147207521","0.014094156475278","0.0351319084768684","0.0227822598909662","0.0800299464856929","0.0838110058962882","0.152692267766281","0.105511073382754","7"
"24","2","0","0.462076203557698","0.427645286378888","0.384851346913798","0.424857612283461","0.454513876370246","0.45375297454405","0.423697214265666","0.443988021726654","0.469894436749256","0.404378470301391","0.352530283284178","0.408934396778275","0.0775975160824746","0.0694699173554168","0.130987003896778","0.0926848124448898","0.0191207147207521","0.014094156475278","0.0351319084768684","0.0227822598909662","0.0800299464856929","0.0838110058962882","0.152692267766281","0.105511073382754","7"
"25","2","0.05","0.462076203557698","0.427645286378888","0.384851346913798","0.424857612283461","0.454513876370246","0.45375297454405","0.423697214265666","0.443988021726654","0.469894436749256","0.404378470301391","0.352530283284178","0.408934396778275","0.0775975160824746","0.0694699173554168","0.130987003896778","0.0926848124448898","0.0191207147207521","0.014094156475278","0.0351319084768684","0.0227822598909662","0.0800299464856929","0.0838110058962882","0.152692267766281","0.105511073382754","7"
"26","2","0.1","0.462076203557698","0.427645286378888","0.384851346913798","0.424857612283461","0.454513876370246","0.45375297454405","0.423697214265666","0.443988021726654","0.469894436749256","0.404378470301391","0.352530283284178","0.408934396778275","0.0775975160824746","0.0694699173554168","0.130987003896778","0.0926848124448898","0.0191207147207521","0.014094156475278","0.0351319084768684","0.0227822598909662","0.0800299464856929","0.0838110058962882","0.152692267766281","0.105511073382754","7"
"27","2","0.15","0.427304859547915","0.427645286378888","0.396364228996167","0.41710479164099","0.452746809253659","0.45375297454405","0.45264674997661","0.453048844591439","0.404570178855514","0.404378470301391","0.352530283284178","0.387159644147028","0.0777547269017412","0.0694699173554168","0.135419427285275","0.0942146905141443","0.0190541955904836","0.014094156475278","0.0362664717724783","0.0231382746127467","0.0855523498493056","0.0838110058962882","0.157502158756507","0.1089551715007","7"
"28","2","0.2","0.448337547469774","0.398673849632163","0.395680922233332","0.414230773111756","0.504407282215501","0.472495543672014","0.45086840766424","0.475923744517252","0.403486168015405","0.344802624421514","0.352530283284178","0.366939691907033","0.0886017081510478","0.0801302100194879","0.159297433005513","0.109343117058683","0.0233982747064053","0.0230390212189224","0.0443588692675217","0.0302653883976165","0.0992940831193249","0.0987188998595574","0.18352898844096","0.127180657139948","5"
